"Aimard_BanditsArizona" "Aimard_TrappeursArkansas" "FevalPP_CavalierFortune" "FevalPP_JeanDiable" "Flaubert_Education" "Flaubert_Sallambo" "France_CrimeSylvestreBonnard" "France_Thais" "Gaboriau_CrimeOrcival" "Gaboriau_MonsieurLecoq" "Malot_Cara" "Malot_Ghislaine" "Maupassant_BelAmi" "Maupassant_UneVie" "Mirbeau_AbbeJules" "Mirbeau_SebastienRoch" "Ponson_Breda" "Ponson_RocambolePrison" "Stolz_DessusHaie" "Stolz_TresorNanette" "Verne_ArchipelFeu" "Verne_VingtMilleLieues" "Zola_Germinal" "Zola_Oeuvre"
"rel" 1.19114905391384 1.37975852515648 1.32496293258462 1.26212784952495 0.604886782429001 0.809087560998066 1.33134279520635 1.2687493593613 1.1584644817674 1.00043455168751 1.572893867216 1.56280196348738 0.81264742221723 0.758041214858604 1.21550741163056 1.29454082206152 1.19599502963105 1.25801481186938 1.25626498147745 1.27029371669352 1.34226199294794 1.12605970484027 0.854840347593971 0.981818017062883
"num" 0.487595009321669 0.449430516126826 0.526830499384839 0.622530119954661 0.586062504967518 0.475900009207255 0.451961225407992 0.252838741273077 0.468673389926647 0.487422142822655 0.522509763529462 0.433539044281536 0.602605863192182 0.549642151408977 0.273660205245154 0.231056490189466 0.769451347734659 0.618320990108852 0.376988450642842 0.514314041392986 0.75952867739291 1.00601866658913 0.632879256067662 0.514695554860837
"ppre" 0.436136020448621 0.571194034955707 0.359182128323111 0.3614832190387 0.619109569844344 0.590415247214805 0.332324430447053 0.50795530904411 0.44223540382822 0.377335715320361 0.415754688639973 0.43547161060077 0.612714815230821 0.729811859650288 0.461421512732801 0.394044987323117 0.287946855285796 0.256971022416621 0.446720418391806 0.358160862560416 0.302231177220066 0.345585272750684 0.50231390811101 0.550941720696108
"cit" 0.080141048244911 0.00752471183773985 0.188829751276516 0.0875262031570701 2.03804177316327 0.645658779117945 0.21473270890425 0.123002630889605 0.227366680446465 0.205687798754285 0.16254667181666 0.112088846515583 1.98079299112659 1.23960080370635 0.196883314329152 0.220440381180761 0.322596061938444 0.0795268154480839 0.565482675964262 0.371793282934688 0.393098067103223 0.442781130711814 0.0166833500166833 0.802399496178295
"ind" 0.495187319155398 0.536306734617095 0.385320852843488 0.456667964972014 0.4421613617064 0.539775342970261 0.418217514008753 0.417981162374862 0.390320812944038 0.425377818550529 0.375520363932878 0.369764355746808 0.443670672806919 0.545490775643048 0.445458000760167 0.450872394369715 0.353660867902887 0.297231472737214 0.468511658313358 0.492006444416904 0.514583148142661 0.472272181631644 0.380090235162699 0.395083207604446
"futu" 0.479159109506415 0.311249444197421 0.252824559585025 0.226255235161026 0.0895198972612768 0.0799880305680876 0.219845392449589 0.263088960513878 0.264860551640597 0.293805224276954 0.377129736921162 0.273780228558177 0.293721217567112 0.159412829411667 0.228050171037628 0.171106698140307 0.45760848786083 0.549232069188329 0.191762911309654 0.302391870120213 0.169881576738076 0.217652263126633 0.115695405550478 0.116440807745806
"cond" 0.209210315418294 0.153230495604884 0.200096442880127 0.183586211121955 0.261029980799237 0.131203388269957 0.199394658268232 0.126419370636539 0.261976407702587 0.276423156776592 0.371228702630788 0.469613615573908 0.271818488150062 0.234967868351572 0.143671607753706 0.149250003122385 0.19594723762187 0.151100949351359 0.237524515144912 0.236708390135085 0.218278072436714 0.176530938604616 0.34636085360723 0.222913919886912
"int" 0.350089842333032 0.254472073058111 0.105906901073941 0.0840251550307873 0.0903565318151205 0.0287726728662186 0.1145241114156 0.0933908864161817 0.0990222752050146 0.171406498961904 0.0987082099480709 0.0843887292732262 0.130854768055712 0.0564587104166321 0.150513112884835 0.149874480122897 0.0525712100936723 0.375764202992196 0.192852473305731 0.215640104102119 0.0829654211976651 0.0984419587042214 0.154502328415372 0.178512366738706
"subi" 0.0717051484296573 0.0690905359647023 0.10275222742493 0.110283015977908 0.0828268208305271 0.0782616701961145 0.112479037997464 0.064918055191736 0.104790563081035 0.232967988025687 0.202244538860993 0.28601981524666 0.112321689318207 0.129522923896979 0.136830102622577 0.148625526121873 0.106337220416746 0.0924499229583975 0.18413597733711 0.0929483207336721 0.305194227977125 0.110902966135135 0.103364233799016 0.10330157263052
"subp" 0.11135387756135 0.107398159865923 0.0860775238515861 0.0818369999518606 0.107089222891995 0.0166881502624068 0.099186060779582 0.126419370636539 0.0894084620783141 0.142194968857129 0.131432127376507 0.101781826146334 0.129169942715938 0.102123843841849 0.0699353857848727 0.0661945620542795 0.216258841521698 0.0899647099756449 0.0610154717803443 0.0743586565869377 0.0632117494839353 0.0598128356683877 0.103364233799016 0.161748515039893
"abr" 0.0194025695750837 0.00273625885008722 0.0171253712374883 0.0201310267261261 0.043086679522951 0.0172636037197311 0.00511268354533928 0.00341673974693348 0.0144207196900507 0.0340398821882092 0.0128749839062701 0.0122395866884832 0.0292036392227339 0.014114677604158 0.0425693652603573 0.0274769880225311 0.0477920091760658 0.0342959391619862 0.0228808019176291 0.0210682860329657 0.0098768358568649 0.0481825620662012 0.0101550826188507 0.0181230829176351
"impe" 0.0042179499076269 0.00205219413756541 0.00225333832072215 0.00240697058681943 0.00209158638460927 0 0.00715775696347499 0.00341673974693348 0.00336483459434516 0.00168992322920187 0.00214583065104502 0 0.00168482533977311 0.00166055030637153 0.00152033447358419 0.00124895400102414 0.00358440068820493 0.000994085193101049 0 0.00247862188623126 0.00395073434274596 0.00124610074309141 0 0.000906154145881756
"sym" 0 0 0 0 0 0 0 0 0 0 0.00160937298828376 0 0 0 0 0 0 0 0 0 0 0 0 0
