	Maupassant_PierreJean_0	Maupassant_PierreJean_1	Maupassant_PierreJean_2	Maupassant_PierreJean_3	Maupassant_PierreJean_4	Maupassant_PierreJean_5	Maupassant_PierreJean_6	Maupassant_PierreJean_7	Maupassant_PierreJean_8	Maupassant_PierreJean_9	Maupassant_PierreJean_10	Maupassant_PierreJean_11	Maupassant_PierreJean_12	Maupassant_PierreJean_13	Maupassant_PierreJean_14	Maupassant_PierreJean_15	Maupassant_PierreJean_16	Maupassant_PierreJean_17	Maupassant_PierreJean_18	Maupassant_PierreJean_19	Maupassant_PierreJean_20	Maupassant_PierreJean_21	Maupassant_PierreJean_22	Maupassant_PierreJean_23	Maupassant_PierreJean_24	Maupassant_PierreJean_25	Maupassant_PierreJean_26	Maupassant_PierreJean_27	Maupassant_PierreJean_28	Maupassant_PierreJean_29	Maupassant_PierreJean_30	Maupassant_PierreJean_31	Maupassant_PierreJean_32	Maupassant_PierreJean_33	Maupassant_PierreJean_34	Maupassant_PierreJean_35	Maupassant_PierreJean_36	Maupassant_PierreJean_37	Maupassant_PierreJean_38	Maupassant_PierreJean_39	Maupassant_PierreJean_40	Maupassant_PierreJean_41	Maupassant_PierreJean_42	Maupassant_PierreJean_43	Maupassant_PierreJean_44	Maupassant_PierreJean_45	Maupassant_PierreJean_46	Maupassant_PierreJean_47	Maupassant_PierreJean_48	Maupassant_PierreJean_49	Maupassant_PierreJean_50	Maupassant_PierreJean_51	Maupassant_PierreJean_52	Maupassant_PierreJean_53	Maupassant_PierreJean_54	Maupassant_PierreJean_55	Maupassant_PierreJean_56	Maupassant_PierreJean_sum
qu'_PRO:REL_que	3.0	3.0	2.0	2.0	0.0	5.0	4.0	1.0	7.0	2.0	1.0	1.0	6.0	0.0	3.0	4.0	2.0	4.0	8.0	4.0	0.0	3.0	8.0	5.0	6.0	7.0	0.0	8.0	4.0	4.0	1.0	2.0	5.0	9.0	2.0	6.0	2.0	2.0	6.0	1.0	2.0	7.0	6.0	0.0	5.0	1.0	3.0	4.0	3.0	5.0	5.0	2.0	5.0	2.0	2.0	4.0	4.0	203.0
..._PUN_...	2.0	1.0	0.0	0.0	0.0	0.0	10.0	2.0	2.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.0	3.0	2.0	10.0	5.0	0.0	0.0	3.0	0.0	0.0	3.0	1.0	8.0	0.0	0.0	0.0	3.0	0.0	11.0	1.0	16.0	15.0	8.0	9.0	20.0	6.0	0.0	6.0	8.0	0.0	1.0	0.0	4.0	0.0	0.0	13.0	1.0	194.0
on_PRO:PER_on	2.0	2.0	5.0	1.0	1.0	5.0	4.0	5.0	4.0	9.0	1.0	3.0	3.0	4.0	5.0	5.0	3.0	2.0	6.0	3.0	2.0	2.0	1.0	4.0	3.0	3.0	0.0	1.0	5.0	4.0	2.0	3.0	7.0	4.0	17.0	3.0	0.0	1.0	6.0	9.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	6.0	6.0	7.0	3.0	3.0	2.0	3.0	5.0	1.0	1.0	193.0
pierre_NAM_pierre	6.0	3.0	1.0	6.0	2.0	4.0	0.0	2.0	5.0	2.0	7.0	5.0	2.0	4.0	1.0	0.0	4.0	6.0	1.0	3.0	7.0	8.0	4.0	4.0	3.0	2.0	2.0	3.0	4.0	4.0	3.0	5.0	6.0	2.0	0.0	2.0	0.0	3.0	3.0	3.0	8.0	7.0	0.0	1.0	1.0	4.0	3.0	4.0	6.0	0.0	0.0	3.0	5.0	5.0	3.0	3.0	2.0	187.0
jean_NAM_jean	7.0	7.0	1.0	5.0	2.0	3.0	5.0	6.0	4.0	1.0	5.0	1.0	2.0	2.0	2.0	5.0	5.0	0.0	1.0	0.0	1.0	3.0	4.0	4.0	0.0	3.0	4.0	0.0	2.0	4.0	4.0	6.0	4.0	1.0	1.0	7.0	3.0	2.0	7.0	6.0	7.0	5.0	1.0	5.0	5.0	2.0	3.0	8.0	5.0	2.0	4.0	3.0	0.0	0.0	0.0	1.0	5.0	186.0
;_PUN_;	1.0	2.0	3.0	5.0	7.0	6.0	3.0	5.0	5.0	6.0	7.0	5.0	3.0	8.0	1.0	1.0	3.0	7.0	3.0	3.0	2.0	1.0	2.0	0.0	2.0	1.0	4.0	4.0	3.0	1.0	6.0	3.0	3.0	3.0	5.0	4.0	1.0	2.0	2.0	5.0	3.0	6.0	1.0	3.0	2.0	4.0	1.0	3.0	1.0	2.0	3.0	3.0	4.0	4.0	2.0	4.0	1.0	185.0
mais_KON_mais	2.0	6.0	2.0	4.0	2.0	3.0	4.0	4.0	6.0	0.0	3.0	3.0	3.0	5.0	2.0	5.0	1.0	2.0	4.0	4.0	3.0	2.0	4.0	4.0	3.0	1.0	4.0	3.0	1.0	1.0	4.0	1.0	4.0	6.0	1.0	1.0	3.0	1.0	4.0	1.0	6.0	2.0	3.0	5.0	5.0	6.0	3.0	4.0	2.0	1.0	2.0	5.0	1.0	6.0	3.0	3.0	2.0	176.0
avec_PRP_avec	4.0	5.0	3.0	4.0	5.0	0.0	2.0	3.0	2.0	2.0	5.0	2.0	5.0	5.0	6.0	4.0	3.0	6.0	2.0	2.0	1.0	4.0	6.0	4.0	2.0	0.0	2.0	3.0	1.0	1.0	6.0	3.0	1.0	2.0	0.0	2.0	2.0	5.0	0.0	6.0	1.0	5.0	5.0	3.0	3.0	7.0	2.0	8.0	3.0	1.0	2.0	1.0	0.0	3.0	4.0	4.0	3.0	176.0
cette_PRO:DEM_ce	1.0	4.0	4.0	1.0	4.0	6.0	3.0	1.0	4.0	1.0	2.0	2.0	1.0	2.0	6.0	6.0	3.0	1.0	4.0	6.0	3.0	5.0	3.0	3.0	4.0	2.0	6.0	5.0	4.0	2.0	2.0	7.0	1.0	2.0	2.0	3.0	2.0	1.0	1.0	4.0	11.0	4.0	2.0	1.0	0.0	4.0	5.0	1.0	1.0	2.0	4.0	5.0	3.0	0.0	5.0	0.0	1.0	173.0
roland_NAM_roland	6.0	2.0	6.0	5.0	7.0	8.0	8.0	9.0	2.0	0.0	1.0	0.0	4.0	2.0	0.0	2.0	7.0	4.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	5.0	4.0	9.0	3.0	3.0	4.0	0.0	4.0	2.0	8.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	3.0	3.0	5.0	4.0	2.0	0.0	4.0	1.0	9.0	7.0	173.0
au_PRP:det_au	9.0	1.0	1.0	1.0	7.0	5.0	0.0	5.0	2.0	2.0	4.0	4.0	6.0	5.0	3.0	1.0	5.0	4.0	2.0	4.0	2.0	0.0	3.0	1.0	3.0	2.0	1.0	4.0	6.0	3.0	0.0	3.0	2.0	0.0	6.0	3.0	1.0	4.0	2.0	3.0	2.0	1.0	0.0	0.0	3.0	0.0	4.0	3.0	3.0	4.0	2.0	6.0	6.0	7.0	6.0	3.0	0.0	170.0
l'_PRO:PER_la|le	1.0	1.0	4.0	1.0	3.0	1.0	6.0	0.0	5.0	0.0	1.0	3.0	2.0	1.0	5.0	0.0	2.0	1.0	2.0	4.0	2.0	2.0	2.0	2.0	5.0	0.0	5.0	6.0	7.0	1.0	11.0	3.0	3.0	7.0	1.0	4.0	1.0	1.0	5.0	2.0	4.0	3.0	4.0	2.0	9.0	5.0	8.0	5.0	0.0	2.0	6.0	1.0	4.0	2.0	1.0	0.0	1.0	170.0
qu'_KON_que	2.0	2.0	2.0	0.0	0.0	5.0	2.0	6.0	2.0	0.0	1.0	2.0	5.0	1.0	2.0	10.0	1.0	0.0	2.0	2.0	3.0	3.0	2.0	6.0	2.0	2.0	3.0	10.0	3.0	4.0	5.0	8.0	4.0	6.0	2.0	2.0	2.0	4.0	4.0	4.0	2.0	3.0	2.0	1.0	4.0	1.0	2.0	6.0	2.0	1.0	3.0	2.0	5.0	1.0	3.0	0.0	3.0	167.0
ses_DET:POS_son	4.0	12.0	3.0	7.0	1.0	0.0	3.0	6.0	3.0	0.0	0.0	6.0	2.0	6.0	0.0	3.0	3.0	1.0	1.0	1.0	3.0	2.0	10.0	3.0	1.0	2.0	1.0	4.0	0.0	1.0	3.0	2.0	0.0	1.0	0.0	4.0	1.0	2.0	0.0	5.0	2.0	6.0	13.0	3.0	2.0	3.0	4.0	1.0	0.0	3.0	3.0	3.0	3.0	5.0	2.0	3.0	1.0	164.0
tu_PRO:PER_tu	0.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	3.0	0.0	1.0	0.0	2.0	0.0	4.0	1.0	0.0	4.0	1.0	6.0	3.0	4.0	0.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	5.0	1.0	6.0	3.0	0.0	0.0	0.0	1.0	8.0	0.0	31.0	4.0	3.0	23.0	15.0	3.0	2.0	2.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	155.0
tout_ADV_tout	3.0	2.0	6.0	4.0	1.0	4.0	4.0	4.0	3.0	0.0	2.0	3.0	2.0	2.0	4.0	6.0	2.0	1.0	0.0	1.0	6.0	1.0	4.0	2.0	3.0	2.0	3.0	1.0	4.0	3.0	5.0	3.0	0.0	1.0	1.0	1.0	3.0	2.0	4.0	2.0	1.0	5.0	2.0	3.0	5.0	4.0	2.0	0.0	4.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	6.0	147.0
comme_KON_comme	2.0	2.0	3.0	1.0	2.0	2.0	0.0	3.0	4.0	1.0	0.0	1.0	1.0	0.0	4.0	3.0	6.0	0.0	3.0	4.0	5.0	4.0	1.0	3.0	8.0	6.0	6.0	1.0	3.0	2.0	2.0	3.0	3.0	5.0	0.0	1.0	3.0	1.0	5.0	3.0	1.0	3.0	0.0	2.0	2.0	2.0	3.0	1.0	0.0	3.0	5.0	2.0	1.0	1.0	5.0	2.0	5.0	145.0
le_PRO:PER_le	1.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0	3.0	1.0	4.0	2.0	3.0	8.0	0.0	0.0	3.0	2.0	5.0	2.0	3.0	2.0	5.0	2.0	3.0	1.0	3.0	6.0	1.0	7.0	0.0	4.0	2.0	3.0	3.0	1.0	2.0	1.0	3.0	7.0	2.0	3.0	5.0	2.0	3.0	2.0	1.0	3.0	4.0	5.0	1.0	2.0	3.0	145.0
c'_PRO:DEM_ce	2.0	1.0	2.0	0.0	2.0	2.0	2.0	3.0	2.0	5.0	3.0	0.0	3.0	1.0	2.0	0.0	1.0	3.0	4.0	0.0	3.0	5.0	4.0	3.0	3.0	1.0	1.0	4.0	3.0	2.0	7.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0	3.0	2.0	1.0	2.0	2.0	5.0	4.0	0.0	1.0	5.0	3.0	2.0	4.0	1.0	5.0	6.0	3.0	2.0	1.0	140.0
bien_ADV_bien	1.0	2.0	3.0	2.0	2.0	3.0	6.0	6.0	4.0	1.0	1.0	10.0	2.0	1.0	1.0	1.0	1.0	3.0	4.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	3.0	0.0	2.0	3.0	1.0	2.0	0.0	1.0	2.0	4.0	5.0	2.0	4.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	4.0	5.0	4.0	1.0	1.0	4.0	2.0	0.0	4.0	131.0
puis_ADV_puis	1.0	0.0	4.0	1.0	3.0	1.0	1.0	3.0	4.0	2.0	1.0	3.0	0.0	0.0	4.0	2.0	2.0	6.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	1.0	5.0	6.0	1.0	0.0	2.0	5.0	0.0	1.0	4.0	3.0	1.0	2.0	3.0	5.0	0.0	1.0	3.0	3.0	3.0	1.0	4.0	2.0	3.0	2.0	3.0	0.0	1.0	0.0	0.0	5.0	0.0	124.0
deux_NUM_deux	4.0	4.0	2.0	12.0	2.0	1.0	1.0	7.0	0.0	8.0	0.0	5.0	3.0	4.0	1.0	2.0	1.0	0.0	0.0	1.0	4.0	2.0	3.0	0.0	0.0	2.0	4.0	2.0	1.0	2.0	2.0	0.0	1.0	1.0	4.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	1.0	2.0	7.0	1.0	121.0
sans_PRP_sans	0.0	4.0	6.0	1.0	8.0	3.0	1.0	0.0	3.0	4.0	2.0	2.0	4.0	2.0	1.0	2.0	0.0	3.0	2.0	2.0	1.0	3.0	2.0	1.0	2.0	3.0	2.0	4.0	4.0	0.0	0.0	1.0	3.0	1.0	2.0	2.0	0.0	1.0	1.0	1.0	2.0	4.0	2.0	3.0	3.0	1.0	2.0	4.0	1.0	2.0	3.0	1.0	3.0	2.0	1.0	2.0	0.0	120.0
en_PRO:PER_en	2.0	1.0	0.0	1.0	1.0	4.0	0.0	2.0	6.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	5.0	2.0	5.0	2.0	4.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	4.0	2.0	1.0	5.0	3.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	4.0	2.0	5.0	2.0	2.0	4.0	1.0	2.0	117.0
nous_PRO:PER_nous	0.0	0.0	1.0	1.0	1.0	3.0	5.0	4.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	5.0	1.0	1.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	3.0	4.0	0.0	1.0	1.0	1.0	4.0	0.0	8.0	2.0	2.0	0.0	4.0	17.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0	2.0	6.0	2.0	114.0
mère_NOM_mère	0.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	4.0	2.0	0.0	2.0	3.0	4.0	2.0	2.0	2.0	8.0	3.0	0.0	4.0	1.0	4.0	5.0	4.0	4.0	2.0	0.0	0.0	0.0	4.0	1.0	4.0	2.0	4.0	5.0	1.0	0.0	2.0	1.0	4.0	3.0	3.0	2.0	2.0	2.0	3.0	1.0	0.0	2.0	113.0
mme_NOM_madame	3.0	3.0	2.0	1.0	4.0	5.0	3.0	5.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	5.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	5.0	0.0	2.0	6.0	2.0	4.0	3.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	4.0	6.0	0.0	0.0	0.0	3.0	5.0	6.0	109.0
que_PRO:REL_que	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	0.0	3.0	2.0	2.0	3.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	1.0	1.0	2.0	4.0	6.0	4.0	5.0	3.0	10.0	6.0	2.0	2.0	1.0	4.0	1.0	4.0	0.0	4.0	1.0	0.0	0.0	3.0	107.0
père_NOM_père	5.0	3.0	3.0	8.0	1.0	6.0	3.0	3.0	2.0	1.0	2.0	1.0	3.0	3.0	0.0	4.0	4.0	5.0	3.0	3.0	1.0	0.0	0.0	3.0	3.0	1.0	5.0	0.0	0.0	0.0	4.0	4.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	0.0	107.0
j'_PRO:PER_je	2.0	0.0	0.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	1.0	3.0	0.0	1.0	4.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	3.0	0.0	2.0	2.0	0.0	4.0	14.0	2.0	3.0	5.0	3.0	3.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	95.0
quand_KON_quand	0.0	1.0	0.0	3.0	1.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	3.0	2.0	1.0	2.0	1.0	0.0	4.0	3.0	1.0	1.0	0.0	1.0	4.0	1.0	0.0	1.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	2.0	1.0	3.0	2.0	0.0	3.0	1.0	4.0	2.0	2.0	1.0	0.0	5.0	1.0	1.0	2.0	3.0	1.0	0.0	93.0
ou_KON_ou	4.0	0.0	0.0	2.0	5.0	2.0	1.0	0.0	1.0	6.0	3.0	4.0	4.0	3.0	4.0	2.0	2.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	3.0	5.0	3.0	3.0	4.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	91.0
peu_ADV_peu	2.0	3.0	3.0	3.0	1.0	5.0	3.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	3.0	3.0	0.0	0.0	4.0	2.0	1.0	1.0	5.0	1.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	2.0	3.0	4.0	4.0	1.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	3.0	4.0	2.0	1.0	1.0	2.0	0.0	1.0	91.0
ils_PRO:PER_il	4.0	0.0	1.0	6.0	1.0	4.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	4.0	0.0	1.0	1.0	2.0	0.0	6.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	6.0	2.0	9.0	4.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	4.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	90.0
fils_NOM_fil|fils	3.0	4.0	2.0	2.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	2.0	1.0	3.0	3.0	0.0	0.0	2.0	1.0	2.0	3.0	1.0	3.0	0.0	1.0	2.0	4.0	1.0	4.0	2.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	2.0	1.0	2.0	3.0	1.0	2.0	0.0	2.0	3.0	4.0	0.0	0.0	1.0	0.0	1.0	4.0	89.0
frère_NOM_frère	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	4.0	2.0	3.0	2.0	3.0	4.0	1.0	0.0	2.0	4.0	3.0	1.0	4.0	0.0	1.0	4.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	2.0	0.0	3.0	3.0	3.0	1.0	2.0	2.0	1.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	88.0
vous_PRO:PER_vous	2.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	4.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	13.0	8.0	0.0	5.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	1.0	6.0	0.0	15.0	3.0	0.0	2.0	1.0	87.0
si_KON_si	0.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	5.0	1.0	2.0	3.0	4.0	2.0	4.0	2.0	1.0	0.0	3.0	4.0	0.0	2.0	1.0	0.0	3.0	5.0	6.0	1.0	1.0	0.0	1.0	2.0	4.0	0.0	1.0	0.0	1.0	1.0	0.0	86.0
ai_VER:pres_avoir	1.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	5.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	5.0	0.0	1.0	1.0	2.0	5.0	18.0	1.0	0.0	3.0	2.0	1.0	2.0	0.0	4.0	3.0	0.0	1.0	2.0	85.0
autre_ADJ_autre	2.0	3.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	1.0	0.0	4.0	3.0	4.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	0.0	2.0	0.0	1.0	3.0	5.0	4.0	0.0	1.0	1.0	2.0	0.0	2.0	1.0	3.0	1.0	3.0	3.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	83.0
mon_DET:POS_mon	0.0	0.0	1.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	3.0	3.0	0.0	0.0	2.0	1.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	4.0	9.0	8.0	1.0	5.0	2.0	1.0	0.0	1.0	2.0	3.0	0.0	0.0	1.0	0.0	81.0
ces_PRO:DEM_ce	1.0	3.0	1.0	1.0	0.0	0.0	4.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	4.0	3.0	3.0	2.0	2.0	1.0	0.0	0.0	1.0	4.0	2.0	1.0	3.0	1.0	7.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	2.0	0.0	1.0	1.0	0.0	3.0	2.0	0.0	80.0
aux_PRP:det_au	0.0	1.0	2.0	2.0	1.0	0.0	5.0	0.0	0.0	1.0	8.0	2.0	1.0	1.0	5.0	4.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	1.0	1.0	1.0	3.0	3.0	1.0	2.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	5.0	4.0	0.0	4.0	1.0	0.0	79.0
si_ADV_si	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	3.0	1.0	0.0	0.0	3.0	1.0	6.0	2.0	3.0	3.0	2.0	1.0	3.0	2.0	0.0	0.0	1.0	3.0	6.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	3.0	2.0	3.0	2.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	4.0	1.0	0.0	2.0	78.0
comme_ADV_comme	2.0	1.0	3.0	1.0	2.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	4.0	1.0	0.0	4.0	2.0	4.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	5.0	0.0	2.0	0.0	2.0	1.0	2.0	1.0	4.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	77.0
me_PRO:PER_me	1.0	0.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0	1.0	0.0	2.0	1.0	3.0	0.0	2.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	3.0	6.0	1.0	1.0	13.0	3.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	3.0	1.0	1.0	0.0	0.0	77.0
les_PRO:PER_la|le	1.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	1.0	0.0	3.0	2.0	0.0	2.0	4.0	1.0	0.0	2.0	2.0	2.0	0.0	0.0	1.0	1.0	5.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	5.0	8.0	3.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	77.0
vers_PRP_vers	2.0	3.0	5.0	4.0	1.0	0.0	0.0	1.0	4.0	1.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	2.0	2.0	3.0	2.0	1.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	4.0	76.0
moi_PRO:PER_moi	1.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	3.0	1.0	0.0	1.0	2.0	0.0	1.0	4.0	5.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	2.0	0.0	6.0	2.0	1.0	1.0	0.0	2.0	0.0	4.0	1.0	5.0	1.0	0.0	0.0	1.0	74.0
y_PRO:PER_y	0.0	1.0	0.0	0.0	0.0	4.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	3.0	0.0	4.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	4.0	2.0	2.0	0.0	0.0	1.0	1.0	5.0	1.0	0.0	0.0	1.0	7.0	3.0	0.0	3.0	2.0	1.0	2.0	2.0	1.0	73.0
oui_INT_oui	0.0	2.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	3.0	1.0	1.0	5.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	4.0	0.0	1.0	1.0	0.0	5.0	2.0	2.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	3.0	72.0
encore_ADV_encore	1.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	3.0	1.0	2.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	1.0	1.0	4.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	3.0	1.0	1.0	6.0	3.0	1.0	0.0	1.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	3.0	71.0
femme_NOM_femme	0.0	6.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	6.0	1.0	0.0	1.0	1.0	2.0	4.0	1.0	3.0	1.0	2.0	1.0	3.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	71.0
où_PRO:REL_où	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	1.0	3.0	0.0	2.0	3.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	3.0	3.0	1.0	0.0	1.0	1.0	6.0	1.0	0.0	3.0	1.0	4.0	2.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	2.0	3.0	2.0	0.0	70.0
