"Aimard_BanditsArizona" "Aimard_TrappeursArkansas" "FevalPP_CavalierFortune" "FevalPP_JeanDiable" "Flaubert_Education" "Flaubert_Sallambo" "France_CrimeSylvestreBonnard" "France_Thais" "Gaboriau_CrimeOrcival" "Gaboriau_MonsieurLecoq" "Malot_Cara" "Malot_Ghislaine" "Maupassant_BelAmi" "Maupassant_UneVie" "Mirbeau_AbbeJules" "Mirbeau_SebastienRoch" "Ponson_Breda" "Ponson_RocambolePrison" "Stolz_DessusHaie" "Stolz_TresorNanette" "Verne_ArchipelFeu" "Verne_VingtMilleLieues" "Zola_Germinal" "Zola_Oeuvre"
"m" 0.295316529406871 0.159721374934836 0.438125698262832 0.449158618362785 0.265825997515395 0.0493461633358006 0.783701662045262 0.217772446248962 0.684226651060119 0.455934944872309 0.399050716357564 0.390703584096564 0.257286793810723 0.155185122919549 0.298274361206411 0.320318858120657 0.400674031080322 0.401947322431656 0.242365487154629 0.223736397843995 0.0505281773539025 0.237089028939596 0.12758342318744 0.113227041448174
"nous" 0.571222582702493 0.526858702041993 0.323482807217391 0.402766648391042 0.107532627135625 0.0531420220539392 0.365284672987198 0.282365968441451 0.304799013331029 0.283058065856445 0.3630130965984 0.195881200698819 0.272580064771501 0.178462891357482 0.289313328895489 0.15233404979028 0.421269425201273 0.628302750384887 0.269294985727366 0.431201057662972 0.0821082882000916 0.74341475175975 0.225246840052162 0.183286273344231
"cette" 0.318886393256246 0.31278769258072 0.241699343541662 0.282920725964039 0.19703183232925 0.121467478980432 0.383548906636558 0.245455384331457 0.34014941436169 0.339076110344418 0.438604201459084 0.474350150881465 0.266282835552357 0.302610989693121 0.234266987556967 0.367271133740949 0.265867815015915 0.230516373320018 0.328539882587386 0.280687480931557 0.551072934265999 0.445379108036246 0.288474023224699 0.413278701285835
"dit" 0.653023874885617 0.428142018922546 0.437395488765727 0.306116710949911 0.29588170075206 0.110079902826017 0.242416192073323 0.201162683399465 0.294586675255505 0.290477674397899 0.332249274852773 0.258351421462227 0.218603814321698 0.146132657415909 0.1728199088535 0.128336220028797 0.996068152031455 1.16756126992053 0.245956086964327 0.307129055222211 0.156321548688636 0.190207017567359 0.141696633717024 0.121719069556787
"bien" 0.40623353575687 0.26620229155806 0.392852709442339 0.291355629595265 0.263154379449914 0.117671620262294 0.391850831022631 0.145796807234474 0.465839729137372 0.355028268708543 0.43069350443878 0.31764519032241 0.365239294710327 0.237950521809976 0.304675098571355 0.287973957137789 0.37071709417712 0.403611700578371 0.486526274214107 0.673243160785111 0.249482875684894 0.164756782822431 0.194762305308261 0.229992427941603
"a" 0.317499930676871 0.217398538105749 0.437395488765727 0.409092826114462 0.227087535565915 0.116722655582759 0.386869676390987 0.276829380824952 0.543610611404825 0.34352787546929 0.385866221323723 0.302821748107364 0.215005397625045 0.122854888977977 0.197142710840289 0.313015170801945 0.426886350870623 0.461032746640037 0.423690777544389 0.510525780534933 0.135794476638613 0.198913676822203 0.148470974771225 0.200977998570509
"ils" 0.496353603416244 0.461417305367304 0.0956574441207182 0.163777712172972 0.264490188482655 0.937577103380212 0.16105733308981 0.308203377318446 0.197176681304351 0.284171007137663 0.249626439307375 0.191645931494521 0.33375314861461 0.360805410787952 0.1497772543397 0.198242941507898 0.149784684516008 0.294594931968543 0.116694493815192 0.0732228211125801 0.274746964361845 0.188867531528153 0.503559351695561 0.396294645068609
"j" 0.321659318414996 0.22183524296505 0.411838156367062 0.429828630874559 0.13758833037229 0.0721213156446317 0.7538147342554 0.267601734797453 0.34800505903517 0.262654142367449 0.3630130965984 0.296468844300916 0.274379273119827 0.121561679620314 0.289313328895489 0.28171365372175 0.434375585096424 0.353680356176923 0.156191091721872 0.418997254144208 0.0584232050654498 0.393139152507183 0.102744172655372 0.146487484873575
"me" 0.354934420319996 0.259547234269108 0.339547416153694 0.299790533226491 0.102857295521032 0.0588358101311469 1.02445746924137 0.215926917043462 0.348790623502518 0.279719242012791 0.342796870879845 0.291174757795542 0.273479668945664 0.0918178643940668 0.395565569153566 0.293190876651155 0.35948324283842 0.2563142345941 0.129261593149136 0.323400793247229 0.0773712715731632 0.472838571839985 0.0756468084385708 0.1302110976654
"y" 0.170534897263123 0.140865379282807 0.357802653581312 0.328961241617815 0.301892841399394 0.196435688663668 0.27064273498597 0.245455384331457 0.235669340204404 0.24892786656576 0.21534675221939 0.231880988935359 0.179920834832674 0.138373401269932 0.212504480516155 0.185722334675821 0.263995506459465 0.306245578995548 0.303405683919499 0.418997254144208 0.274746964361845 0.162747553763621 0.31049063165085 0.304297673891967
"tu" 0.156670271469373 0.0809698636822432 0.189854469247227 0.103327569482519 0.160297083928882 0.186946041868322 0.0730569345974397 0.651471809541386 0.250595065084016 0.147279229547849 0.635492660631098 0.3515273439568 0.381432169845268 0.197861031722426 0.328997900558144 0.323449009828676 0.636584909193035 0.294594931968543 0.192097089818854 0.382385843587918 0.0315801108461891 0.0180830615292912 0.220166084261512 0.31278970200058
"mon" 0.443668025399994 0.342735450381002 0.356342234587103 0.375353211589558 0.0995177729391806 0.0275199757065042 0.55622893386687 0.308203377318446 0.200318939173743 0.193651782931932 0.230289179924409 0.13976388374186 0.17902123065851 0.0620740491678198 0.591428132520866 0.252498904446902 0.374461711290021 0.218865726293014 0.154395791817023 0.248144004881521 0.0757922660308538 0.206950593057444 0.0468558589582193 0.125257414602042
"deux" 0.248176801708122 0.252892176980157 0.285511913367945 0.330718513207653 0.254471620737099 0.224904629049707 0.122868480913876 0.0996585770969826 0.129618137112422 0.184748252682188 0.159971873077261 0.104822912806395 0.273479668945664 0.300024570977796 0.135695632136822 0.123119300515432 0.215315483991762 0.266300503474389 0.190301789914005 0.246110037628394 0.23053480917718 0.238428514978803 0.281135153749316 0.22786942091445
"sans" 0.41177938607437 0.297259225573167 0.132898128473059 0.154288445587842 0.21573315878762 0.152783313405075 0.247397346704966 0.182707391344468 0.206603454912527 0.203297274035822 0.259295068998857 0.285880671290169 0.230298668585822 0.298731361620133 0.230426545138 0.232674610296112 0.140423141733758 0.148961844130987 0.219026588391591 0.213566561578359 0.243166853515656 0.198913676822203 0.313313273756767 0.300051659837661
"même" 0.173307822421873 0.144192907927282 0.204458659189321 0.279406182784362 0.291206369137468 0.160375030841352 0.166038487721454 0.175325274522469 0.194034423434959 0.18215138969268 0.236441944273534 0.293292392397692 0.16012954300108 0.168117216496179 0.186901531056378 0.206590012729284 0.104849279161206 0.192235675945575 0.262113786107969 0.244076070375267 0.26053591448106 0.169444983959655 0.209440044259028 0.240607463077369
"ces" 0.256495577184372 0.217398538105749 0.114642891045441 0.20314059578536 0.140927852954142 0.120518514300898 0.220831188669534 0.236227738303959 0.183036520892087 0.194393743786078 0.223257449239694 0.195881200698819 0.134940626124505 0.160357960350201 0.179220646218444 0.269193046889673 0.131061598951507 0.117338659343403 0.215435988581893 0.237974168615885 0.435805529677409 0.467480627683158 0.175568338988026 0.150733498927881
"ai" 0.275906053295622 0.146411260356933 0.284781703870841 0.285380906189813 0.0995177729391806 0.0588358101311469 0.298869277898617 0.238073267509458 0.287516595049373 0.206265117452403 0.29621165509361 0.236116258139658 0.224001439366679 0.0892314456787409 0.190741973475344 0.194069405897206 0.36135555139487 0.307909957142263 0.127466293244286 0.349842367537883 0.0473701662692836 0.102470681999317 0.0841147347563213 0.130918766674451
"où" 0.189945373374373 0.173031489512739 0.283321284876631 0.227039489407167 0.178998410387251 0.169864677636698 0.112906171650589 0.138414690412476 0.173609747283911 0.181780409265607 0.217104684890569 0.228704537032135 0.17092479309104 0.165530797780853 0.2073838906242 0.299451180067194 0.222804718217562 0.214704780926226 0.147214592197627 0.134241838706397 0.189480665077134 0.154040894508777 0.204359288468378 0.256176181276493
"moi" 0.256495577184372 0.209634304601972 0.254843114489547 0.233365667130586 0.124230240044883 0.0616827041697508 0.315473126670762 0.212235858632463 0.242739420410536 0.188458056952915 0.227652280917641 0.167293133569803 0.242893127024109 0.0995771205400442 0.256029494597778 0.307798251288579 0.293952443362666 0.24632796571381 0.136442792768532 0.286789382690939 0.0505281773539025 0.183509587371326 0.0920181326528884 0.13658011874686
"être" 0.221834012699997 0.17968654680169 0.148962737409363 0.173266978758101 0.162968701994363 0.0635806335288201 0.147774254072094 0.103349635507982 0.24902393614932 0.214055706420929 0.218862617561747 0.262586690666526 0.149334292911119 0.153891913561887 0.1728199088535 0.179462031259782 0.149784684516008 0.153122789497774 0.195687689628552 0.158649445743924 0.247903870142584 0.184849073410532 0.186858907411694 0.1953166464981
