"Aimard_GrandChefAucas" "FevalPP_ErrantsNuit" "Flaubert_MadameBovary" "France_MannequinOsier" "Gaboriau_Lerouge" "Malot_ClotildeMartory" "Maupassant_PierreJean" "Mirbeau_JardinSupplices" "Ponson_CordePendu" "Stolz_MaisonRoulante" "Verne_DeuxAnsVacances" "Zola_Nana"
"était" 0.515140898930737 0.867750545983984 0.581201705302425 0.586526749742341 0.663444809588247 0.615322335795972 0.497468633061853 0.373013548715261 0.789700601416768 0.923419531954923 0.673160121613362 0.752330051076826
"son" 0.585701386044813 0.669740354282941 0.693611777244871 0.620256722570974 0.711386042915136 0.360287420301589 0.865067136253577 0.320606686499067 0.484080465415807 0.796713317591046 0.34451826978797 0.65886472539624
"n" 0.444086981836842 0.648386314001456 0.485444977351452 0.689590555607608 0.678136477865842 0.943224370003036 0.556900726392252 0.49786519105384 0.567580252573212 0.635450862946111 0.718407912806713 0.491022063082513
"pour" 0.520568628708743 0.556175685513225 0.557054356514788 0.532184015740654 0.689735163348154 0.888574030968525 0.655954215276249 0.331396334602401 0.390211423644084 0.629691489565935 0.5207465091726 0.521299562950871
"au" 0.536358388062942 0.691094394564426 0.630329070077272 0.451606858427809 0.501836458534699 0.566744256654185 0.405018710103456 0.462413490142886 0.504273224401585 0.552899844496919 0.708088241131036 0.541045758517192
"avait" 0.455929301352492 0.728949284154331 0.552058353317346 0.534057903120022 0.545911463367485 0.396720979657929 0.592119744662118 0.211168827165251 0.572492004758942 0.8159112288583 0.546942598810856 0.68650939918909
"lui" 0.638004963905597 0.452317398689638 0.670297095656808 0.48721071863581 0.658032089696501 0.297540734743447 0.757208892802113 0.21579296206668 0.557756748201753 0.731440419282382 0.257991791891913 0.599626138697278
"sa" 0.382408234359503 0.579471002183936 0.713595790034639 0.530310128361285 0.506475932727624 0.30361299463617 0.704380365397315 0.277448094085731 0.297433882358078 0.675766476607345 0.236558627642431 0.47917434574272
"sur" 0.547707277598772 0.519291434117933 0.686950439648281 0.526562353602548 0.358012758554031 0.329926120837972 0.561303103675985 0.524068622161937 0.349825905672528 0.316765535909693 0.563612837671565 0.529856247696277
"on" 0.17270049293655 0.538704198010192 0.509592326139089 0.42537243511665 0.488691281654746 0.520190264143305 0.449042482940788 0.349892874208117 0.327995895958174 0.969494518996333 0.474704897081121 0.53907113896056
"plus" 0.450501571574486 0.372725066731376 0.447142286171063 0.419750772978544 0.586893485404987 0.455419491954256 0.548095971824785 0.766065015336714 0.311623388672408 0.441551959146845 0.565994300365951 0.358722552788163
"mais" 0.305926587487603 0.434845911186605 0.348054889421796 0.481589056497705 0.392035569302146 0.564720170023277 0.473255558001321 0.275906715785255 0.617789274916227 0.474188408301177 0.269105284465719 0.433758095940182
"c" 0.264478469182831 0.511526328561029 0.338062883026912 0.372903588494331 0.491784264450029 0.550551563606922 0.35659255998239 0.502489325955269 0.486263466387243 0.552899844496919 0.39055988187945 0.46666842188405
"par" 0.415961472987176 0.294103372967726 0.465460964561684 0.52468846622318 0.307751788130679 0.410889586074284 0.50627338762932 0.426961789231931 0.299071133086654 0.470348826047726 0.419931255110222 0.414670106892739
"ses" 0.396717703774246 0.390196554234409 0.50542899014122 0.391642462288016 0.402087763386816 0.180143710150794 0.36319612590799 0.399216979823358 0.234672604429309 0.485707155061529 0.295301374103975 0.38439260702438
"comme" 0.243754410030445 0.35428294103373 0.553723687716493 0.354164714700646 0.383529866615117 0.333974294099787 0.508474576271186 0.49786519105384 0.280515624829453 0.466509243794275 0.198455224532241 0.424543204675899
"avec" 0.695736271544386 0.25916039796166 0.38968824940048 0.406633561322964 0.306205296733037 0.269203521910738 0.391811578252256 0.329854956301925 0.303982885272384 0.32636449154332 0.30641486667778 0.582512769206466
"tout" 0.234379240413889 0.415433147294346 0.456301625366374 0.232362035041694 0.381210129518655 0.265155348648922 0.468853180717587 0.436210059034789 0.376021917329753 0.660408147593542 0.200836687226628 0.394923911326418
"si" 0.274840498759024 0.279543800048532 0.272282174260592 0.193010400074955 0.410593466073845 0.493877137941504 0.378604446401057 0.295944633691447 0.201381839614919 0.359000940697652 0.372302001222484 0.30211679216471
"m" 0.171220202997094 0.321281242416889 0.268118838262723 1.11121521596552 0.522714092402861 1.12741625341565 0.167290336781862 0.329854956301925 1.47352565571892 0.335963447176947 0.0293713732307717 0.132957716813227
"nous" 0.618267764712848 0.357194855617569 0.118238742339462 0.221118710765483 0.21264256717572 0.667948588199575 0.25974025974026 0.60576167208718 0.575766506216095 0.132465587744053 0.386590777388806 0.114527934284661
"cette" 0.407573163330258 0.296044649356952 0.189015454303224 0.32418251663075 0.354146530059927 0.45137131869244 0.38300682368479 0.285154985588113 0.283244376043747 0.330204073796771 0.407230120740159 0.314622716023379
"dit" 0.424843212623913 0.427080805629702 0.216493471889155 0.329804178768856 0.278368451575488 0.30361299463617 0.195905789126128 0.141806803643818 1.24703930493249 0.216936397319972 0.183372627467791 0.246827444579011
"bien" 0.29556455791141 0.298956563940791 0.263122835065281 0.181767075798744 0.403634254784458 0.356239247039773 0.323574730354391 0.266658445982397 0.487900717115819 0.514504021962411 0.285775523326427 0.271181085777474
"a" 0.274840498759024 0.368842513952924 0.134892086330935 0.335425840906961 0.528900057993427 0.48780487804878 0.169491525423729 0.20346193566287 0.484080465415807 0.341722820557123 0.132568089987537 0.205360433889737
"ils" 0.463330751049772 0.238776995874788 0.258959499067413 0.219244823386115 0.129905277401894 0.176095536888979 0.226722430112261 0.211168827165251 0.204110590829213 0.119027049856976 0.476292538877378 0.22708124901269
"j" 0.19194426214948 0.183450618781849 0.176525446309619 0.193010400074955 0.428378117146723 0.941200283372128 0.215716486902928 0.44391695053717 0.293067880415207 0.211177023939795 0.067474776340962 0.149412879785161
"me" 0.258063879445187 0.145595729191944 0.0849320543565148 0.118054904900216 0.484051807461821 1.16182572614108 0.169491525423729 0.601137537185751 0.31544364037242 0.18429994816564 0.0468354329896089 0.117160760360171
"y" 0.150989573824526 0.35428294103373 0.353883559818812 0.292326431181486 0.240479412333269 0.279323955065277 0.160686770856262 0.25741017617954 0.312169138915267 0.382038434218357 0.377858747509387 0.215233531672898
"tu" 0.136186674429965 0.15433147294346 0.161537436717293 0.089946594209688 0.104388169340808 0.145734237425362 0.449042482940788 0.376096305316214 0.128251307071832 0.193898903799267 0.111134925738055 0.271181085777474
"mon" 0.394250553875152 0.214511041009464 0.0624500399680256 0.118054904900216 0.29924608544365 0.522214350774213 0.189302223200528 0.326772199700973 0.25813986487224 0.178540574785463 0.0246084478419979 0.147438260228529
"deux" 0.235366100373526 0.364959961174472 0.191513455901945 0.129298229176426 0.11598685482312 0.141686064163546 0.270746202949593 0.143348181944295 0.222666099086414 0.176620783658738 0.228620418661142 0.225106629456058
"sans" 0.270893058920474 0.12812424168891 0.191513455901945 0.266092007870327 0.253624589213223 0.222649529399858 0.275148580233326 0.214251583766204 0.158813320671928 0.215016606193246 0.247672120216237 0.213258912116266
"même" 0.136186674429965 0.170832322251881 0.268118838262723 0.254848683594116 0.187125459114634 0.218601356138043 0.248734316530927 0.243537771475253 0.221028848357838 0.222695770700148 0.22226985147611 0.187588857880048
"ces" 0.201812861745854 0.204804659063334 0.142386091127098 0.193010400074955 0.14537019137831 0.176095536888979 0.176095091349329 0.28207222898716 0.103146795900324 0.220775979573422 0.346105911584228 0.178373966615765
"ai" 0.152469863763983 0.182479980587236 0.104916067146283 0.133046003935163 0.342547844577615 0.338022467361603 0.187101034558662 0.197296422460965 0.228669351757862 0.145904125631131 0.044453970295222 0.134932336369859
"où" 0.166779333178725 0.233923804901723 0.243971489475087 0.17427152628127 0.129905277401894 0.228721789292582 0.171692714065595 0.268199824282874 0.174094327471976 0.159342663518209 0.188929373754693 0.209967879521879
"moi" 0.224017210837696 0.175685513224945 0.119071409539035 0.0768293825541085 0.30929827952832 0.425058192490639 0.224521241470394 0.383803196818595 0.299071133086654 0.167021828025111 0.0793820898128964 0.14217260807751
"être" 0.162831893340176 0.142683814608105 0.134892086330935 0.155532652487585 0.225787744055674 0.299564821374355 0.173893902707462 0.155679208348105 0.130980058286126 0.211177023939795 0.327848030927262 0.176399347059133
"aux" 0.203786581665129 0.156272749332686 0.182354116706635 0.2379836971798 0.105161415039629 0.11942111122356 0.173893902707462 0.223499853569061 0.101509545171748 0.172781201405287 0.231795702253658 0.175082934021379
"là" 0.0715473470737135 0.284396991021597 0.164035438316014 0.0805771573128455 0.132998260197178 0.149782410687177 0.167290336781862 0.183424017756678 0.105875547114618 0.224615561826873 0.167496209505211 0.221815596861671
"leur" 0.263985039203012 0.122300412521233 0.144884092725819 0.176145413660639 0.0757780784844384 0.0991802449144823 0.171692714065595 0.155679208348105 0.0583952759858978 0.103668720843172 0.257197970993784 0.103996629982623
"puis" 0.0828962366095439 0.143654452802718 0.216493471889155 0.07495549517474 0.0796443069785424 0.0971561582835745 0.294959278010125 0.135641290441913 0.241767357586474 0.11710725873025 0.088114119692315 0.219182770786162
"t" 0.206747161544041 0.220334870177141 0.132394084732214 0.03747774758737 0.234293446742702 0.0890598117599433 0.11666299801893 0.12022750743715 0.116244801728937 0.11710725873025 0.066680955442833 0.157969564530567
"homme" 0.258557309425006 0.209657850036399 0.0940913935518252 0.11243324276211 0.170887299439397 0.0931079850217589 0.132071318511996 0.147972316845723 0.533743737515963 0.119027049856976 0.0254022687401269 0.127033858143331
"quand" 0.0429284082442281 0.138801261829653 0.189015454303224 0.0918204815890565 0.122172820413686 0.176095536888979 0.211314109619194 0.103272346131911 0.134254559743279 0.311006162529517 0.0420725076008351 0.161260597124954
"encore" 0.117929765176673 0.168891045862655 0.127398081534772 0.11243324276211 0.16392808815001 0.0748912053435887 0.158485582214396 0.178799882855249 0.265780368272264 0.122866632110426 0.152413612440761 0.192854510031067
"ma" 0.183555952492562 0.112594030575103 0.0582867039701572 0.0693338330366345 0.210322830079258 0.435178625645178 0.0660356592559982 0.208086070564299 0.0856827881288407 0.0767916450690165 0.0103196716756765 0.0750355431520194
"rien" 0.0912845462664621 0.0990050958505217 0.119071409539035 0.078703269933477 0.176300019331142 0.149782410687177 0.235527184679727 0.200379179061917 0.108604298328913 0.151663499011308 0.123836060108118 0.103338423463746
"tous" 0.159871313461263 0.132977432661975 0.14738209432454 0.0768293825541085 0.122946066112507 0.0829875518672199 0.145278450363196 0.127934398939532 0.104784046628901 0.180460365912189 0.139712478070698 0.121768205992312
"fait" 0.132239234591415 0.15433147294346 0.0840993871569411 0.151784877728848 0.155422385462981 0.194312316567149 0.121065375302663 0.086317184826672 0.160450571400504 0.18429994816564 0.13812483627444 0.105971249539255
"sous" 0.0843765265490001 0.126182965299685 0.162370103916867 0.164902089384428 0.0711386042915136 0.0809634652363121 0.0858463570327977 0.144889560244771 0.0753135335145224 0.0787114361957419 0.111134925738055 0.133615923332105
"dont" 0.178621652694374 0.102887648628974 0.0907607247535305 0.134919891314532 0.092789483858496 0.0647707721890497 0.0946511116002641 0.217334340367156 0.0802252857002521 0.0998291385897214 0.220682209679852 0.15467853193618
"ou" 0.114475755317942 0.117447221548168 0.161537436717293 0.134919891314532 0.129132031703074 0.279323955065277 0.202509355051728 0.16184472155001 0.0895030398288527 0.132465587744053 0.259579433688171 0.0408088041703965
"faire" 0.140627544248333 0.0883280757097792 0.139055422328804 0.0918204815890565 0.128358786004253 0.240866309078029 0.112260620735197 0.0739861584228617 0.139166311929009 0.199658277179443 0.124629881006247 0.105313043020378
"étaient" 0.178128222714556 0.158214025721912 0.0890953903543832 0.103063805865267 0.0641793930021264 0.109300678069021 0.0682368478978648 0.103272346131911 0.0933232915288647 0.088310391829369 0.193692299143467 0.104654836501501
"autre" 0.0893108263471872 0.109682115991264 0.160704769517719 0.0805771573128455 0.120626329016045 0.121445197854468 0.182698657274928 0.0955654546295297 0.10041804468603 0.101748929716447 0.110341104839926 0.103996629982623
"cela" 0.0942451261453743 0.176656151419558 0.0757727151612044 0.052468846622318 0.14537019137831 0.190264143305333 0.121065375302663 0.152596451747152 0.211751094229237 0.097909347462996 0.142887761663214 0.036201358538255
"donc" 0.112008605418848 0.0834748847367144 0.141553423927525 0.0318560854492645 0.167794316644114 0.11942111122356 0.140876073079463 0.0940240763290534 0.26741761900084 0.176620783658738 0.15320743333889 0.146121847190775
"peu" 0.0962188460646492 0.0718272264013589 0.137390087929656 0.11243324276211 0.100521940846704 0.0708430320817731 0.200308166409861 0.129475777240008 0.0834997871574053 0.128626005490603 0.150032149746374 0.0993891843504818
"fut" 0.109541455519754 0.105799563212812 0.124900079936051 0.123676567038321 0.0780978155809008 0.103228418176298 0.114461809377064 0.0616551320190514 0.0687645306002161 0.142064543377681 0.285775523326427 0.12242641251119
"père" 0.0907911162866433 0.168891045862655 0.0591193711697309 0.044973297104844 0.265996520394355 0.0627466855581419 0.235527184679727 0.0200379179061917 0.0338365150572492 0.180460365912189 0.00317528359251586 0.0296192933494813
"après" 0.124837784894135 0.104828925018199 0.112410071942446 0.0843249320715825 0.102068432244346 0.11942111122356 0.138674884437596 0.0739861584228617 0.121702304157525 0.0921499740828198 0.223063672374239 0.105971249539255
"non" 0.0809225166902691 0.0630914826498423 0.0832667199573674 0.0730816077953715 0.150009665571235 0.0870357251290355 0.176095091349329 0.169551613052391 0.173002826986258 0.145904125631131 0.154001254237019 0.0849086409351798
"alors" 0.0996728559233802 0.0281485076437758 0.13822275512923 0.033729972828633 0.0796443069785424 0.0991802449144823 0.149680827646929 0.114061994235245 0.301799884300949 0.0671926894353894 0.127011343700634 0.173766520983624
"été" 0.123357494954678 0.0834748847367144 0.0616173727684519 0.0805771573128455 0.161608351053547 0.240866309078029 0.0880475456746643 0.0786102933242906 0.0725847823002281 0.122866632110426 0.28339406063204 0.0164551629719341
"femme" 0.113488895358304 0.153360834748847 0.103250732747136 0.0768293825541085 0.133771505895998 0.174071450258071 0.156284393572529 0.0955654546295297 0.0774965344859578 0.122866632110426 0.0127011343700634 0.200094781738718
"yeux" 0.0967122760444679 0.0951225430720699 0.109079403144151 0.0580905087604235 0.0827372897738256 0.0971561582835745 0.12326656394453 0.129475777240008 0.0889572895859939 0.120946840983701 0.0158764179625793 0.139539782002001
"leurs" 0.167272763158544 0.0766804173744237 0.11324273914202 0.0730816077953715 0.0340228107481152 0.0566744256654185 0.0814439797490645 0.147972316845723 0.0371110165144024 0.0479947781681353 0.132568089987537 0.0750355431520194
"votre" 0.120890345055585 0.0970638194612958 0.0541233679722888 0.0768293825541085 0.17398028223468 0.174071450258071 0.0308166409861325 0.0277448094085731 0.154447318729057 0.0537541515483115 0.00952585077754757 0.0184297825285662
"monsieur" 0.0355269585469474 0.0669740354282941 0.0474620303756994 0.129298229176426 0.456988208003093 0.0121445197854468 0.0286154523442659 0.0200379179061917 0.249407860986498 0.0575937338017624 0.0198455224532241 0.074377336633142
"tête" 0.111515175439029 0.11162339238049 0.114908073541167 0.082451044692214 0.0757780784844384 0.0647707721890497 0.0792427911071979 0.05394824051667 0.088411539343135 0.097909347462996 0.0341342986195455 0.12242641251119
"suis" 0.121383775035404 0.0892987139043921 0.0482946975752731 0.0693338330366345 0.167794316644114 0.206456836352596 0.0814439797490645 0.10789648103334 0.173002826986258 0.0633531071819386 0.0190517015550951 0.0460744563214154
"avoir" 0.105100585701386 0.0660033972336811 0.0824340527577938 0.101189918485899 0.119079837618403 0.123469284485376 0.0946511116002641 0.0693620235214329 0.0583952759858978 0.107508303096623 0.138918657172569 0.106629456058133
"fit" 0.240300400171714 0.168891045862655 0.119904076738609 0.0730816077953715 0.107481152136091 0.0384576459872483 0.0572309046885318 0.0832344282257194 0.300708383815231 0.0671926894353894 0.0976399704698626 0.0533147280290664
"fois" 0.0740144969728071 0.141713176413492 0.109912070343725 0.0880727068303195 0.0974289580514208 0.0910838983908511 0.0902487343165309 0.0801516716247669 0.0780422847288167 0.142064543377681 0.0682685972390909 0.0842504344163025
"point" 0.0291123688093041 0.203834020868721 0.0957567279509726 0.193010400074955 0.0510342161221728 0.161926930472624 0.167290336781862 0.0616551320190514 0.0955062925003002 0.0767916450690165 0.200836687226628 0.0263282607550945
"temps" 0.0799356567306316 0.148507643775783 0.0965893951505462 0.0805771573128455 0.0935627295573168 0.11942111122356 0.103455866167731 0.0739861584228617 0.106967047600336 0.122866632110426 0.130980448191279 0.0401505976515191
"aussi" 0.106087445661023 0.0572676534821645 0.0682787103650413 0.0955682563477935 0.0827372897738256 0.0829875518672199 0.0836451683909311 0.144889560244771 0.108058548086054 0.103668720843172 0.167496209505211 0.0677952714443684
"jeune" 0.185036242432018 0.093181266682844 0.0474620303756994 0.101189918485899 0.0997486951478832 0.0506021657726951 0.0748404138234647 0.0400758358123834 0.0491175218572972 0.0691124805621148 0.021433164249482 0.0881996735295666
"peut" 0.0986859959637428 0.0863867993205533 0.0649480415667466 0.0730816077953715 0.141503962884206 0.137637890901731 0.0660356592559982 0.0878585631271483 0.0976892934717356 0.113267676476799 0.105578179451152 0.0552893475856985
"toujours" 0.0898042563270059 0.0776510555690366 0.101585398347988 0.03747774758737 0.065725884399768 0.10120433154539 0.134272507153863 0.112520615934769 0.124976805614678 0.122866632110426 0.0785882689147674 0.152045705860671
"répondit" 0.242274120090988 0.12812424168891 0.0632827071675992 0.0918204815890565 0.129132031703074 0.0141686064163546 0.101254677525864 0.0154137830047629 0.163179322614799 0.0307166580276066 0.250847403808753 0.0612132062555948
"très" 0.0226977790716608 0.0397961659791313 0.0283106847855049 0.059964396139792 0.107481152136091 0.0485780791417873 0.156284393572529 0.183424017756678 0.0365652662715435 0.0902301829560944 0.158764179625793 0.24221999894687
"dire" 0.0690801971746199 0.140742538218879 0.0574540367705835 0.078703269933477 0.123719311811328 0.141686064163546 0.0990534888839974 0.0709034018219092 0.136983310957573 0.149743707884582 0.0587427464615433 0.0579221736612079
"jamais" 0.0754947869122632 0.0582382916767775 0.0616173727684519 0.0693338330366345 0.101295186545525 0.0931079850217589 0.12326656394453 0.132558533840961 0.0682187803573573 0.128626005490603 0.0619180300540592 0.0829340213785477
"trois" 0.0690801971746199 0.131036156272749 0.10658140154543 0.0505949592429495 0.073458341387976 0.0789393786054043 0.0792427911071979 0.032368944310002 0.0594867764716155 0.0729520628155657 0.103196716756765 0.0881996735295666
"devant" 0.0898042563270059 0.0669740354282941 0.0974220623501199 0.0655860582778975 0.0719118499903344 0.0870357251290355 0.125467752586397 0.0570309971176226 0.0463887706430029 0.0691124805621148 0.0365157613139324 0.11979358643568
"avaient" 0.145068414066702 0.100946372239748 0.074107380762057 0.0618382835191605 0.0533539532186352 0.0688189454508653 0.0572309046885318 0.0416172141128597 0.0649442789002041 0.0806312273224673 0.165908567708954 0.067137064925491
"voix" 0.164312183279632 0.163067216694977 0.0732747135624833 0.0356038602080015 0.0858302725691088 0.0425058192490639 0.114461809377064 0.110979237634293 0.0491175218572972 0.0422354047879591 0.0285775523326427 0.127692064662208
"jusqu" 0.0606918875177018 0.06891531181752 0.118238742339462 0.0468471844842125 0.069592112893872 0.0850116384981277 0.0946511116002641 0.0924826980285772 0.0676730301144984 0.0614333160552132 0.144475403459471 0.0566057606234532
"sont" 0.185529672411836 0.120359136132007 0.0524580335731415 0.200505949592429 0.085057026870288 0.10120433154539 0.0308166409861325 0.168010234751915 0.0840455374002641 0.0614333160552132 0.0777944480166385 0.0283028803117266
"jour" 0.0577313076387895 0.06891531181752 0.0890953903543832 0.0843249320715825 0.0610864102068432 0.0870357251290355 0.0880475456746643 0.0462413490142886 0.0802252857002521 0.101748929716447 0.0992276122661205 0.0612132062555948
"main" 0.0942451261453743 0.125212327105072 0.074107380762057 0.044973297104844 0.0510342161221728 0.133589717639915 0.0880475456746643 0.0400758358123834 0.0834997871574053 0.0787114361957419 0.045247791193351 0.0592385866989627
"car" 0.0439152682038655 0.0776510555690366 0.104916067146283 0.116181017520847 0.0518074618209936 0.143710150794454 0.118864186660797 0.0739861584228617 0.0671272798716395 0.097909347462996 0.0857326569979281 0.0401505976515191
"quelques" 0.142601264167608 0.069885950012133 0.0657807087663203 0.022486648552422 0.0518074618209936 0.0829875518672199 0.0858463570327977 0.0847758065261957 0.0742220330288047 0.0595135249284878 0.208774896207918 0.043441630245906
"porte" 0.0365138185065848 0.126182965299685 0.0857647215560885 0.07495549517474 0.088923255364392 0.0708430320817731 0.0814439797490645 0.0246620528076206 0.128797057314691 0.0499145692948607 0.0396910449064482 0.115844347322416
"grand" 0.0907911162866433 0.101917010434361 0.0857647215560885 0.0918204815890565 0.100521940846704 0.0546503390345107 0.0660356592559982 0.0616551320190514 0.0474802711287206 0.11710725873025 0.0309590150270296 0.0993891843504818
"toute" 0.0666130472755264 0.0621208444552293 0.0816013855582201 0.0543427340016865 0.0742315870867968 0.0465539925108795 0.11666299801893 0.166468856451439 0.054029274043027 0.113267676476799 0.067474776340962 0.096098151756095
"entre" 0.0789487967709942 0.102887648628974 0.105748734345857 0.0580905087604235 0.0626329016044848 0.0526262524036029 0.0572309046885318 0.0739861584228617 0.0420227687001321 0.0940697652095452 0.114310209330571 0.0789847822652835
"toutes" 0.0868436764480936 0.045619995146809 0.0874300559552358 0.071207720416003 0.0819640440750048 0.0586985122963263 0.11666299801893 0.172634369653344 0.0452972701572852 0.0691124805621148 0.0317528359251586 0.081617608340793
"autres" 0.0661196172957077 0.0786216937636496 0.0915933919531042 0.048721071863581 0.0340228107481152 0.0870357251290355 0.0550297160466652 0.0955654546295297 0.0491175218572972 0.0633531071819386 0.118279313821216 0.0730609235953873
"vers" 0.107074305620661 0.108711477796651 0.119904076738609 0.0693338330366345 0.0417552677363232 0.0546503390345107 0.171692714065595 0.0616551320190514 0.054029274043027 0.0345562402810574 0.193692299143467 0.0625296192933495
"oui" 0.103126865782111 0.0504731861198738 0.0549560351718625 0.003747774758737 0.102841677943166 0.030361299463617 0.182698657274928 0.0786102933242906 0.214479845443531 0.097909347462996 0.0841450152016702 0.0862250539729345
