"Aimard_BanditsArizona" "Aimard_GrandChefAucas" "Aimard_TrappeursArkansas" "FevalPP_CavalierFortune" "FevalPP_ErrantsNuit" "FevalPP_JeanDiable" "Flaubert_Education" "Flaubert_MadameBovary" "Flaubert_Sallambo" "France_CrimeSylvestreBonnard" "France_MannequinOsier" "France_Thais" "Gaboriau_CrimeOrcival" "Gaboriau_Lerouge" "Gaboriau_MonsieurLecoq" "Huysmans_ARebours" "Huysmans_SœursVatard" "Malot_Cara" "Malot_ClotildeMartory" "Malot_Ghislaine" "Maupassant_BelAmi" "Maupassant_PierreJean" "Maupassant_UneVie" "Mirbeau_AbbeJules" "Mirbeau_JardinSupplices" "Mirbeau_SebastienRoch" "Ponson_Breda" "Ponson_CordePendu" "Ponson_RocambolePrison" "Stolz_DessusHaie" "Stolz_MaisonRoulante" "Stolz_TresorNanette" "Verne_ArchipelFeu" "Verne_DeuxAnsVacances" "Verne_VingtMilleLieues" "Zola_Germinal" "Zola_Nana" "Zola_Oeuvre"
"pour" 0.60132716442407 0.529079301715621 0.531427731482005 0.648515182841121 0.566088064729651 0.642252030281683 0.602258978119952 0.564857265888194 0.562954169020287 0.478194982320256 0.537614053685685 0.426904291413445 0.604596855456567 0.702235028301961 0.569301676824646 0.428338019047058 0.550765931822521 0.978449122431125 0.899977449312204 0.945715297830544 0.615614384977552 0.663608426490892 0.552233739784329 0.330975403984684 0.335617614461217 0.339988807821854 0.588021917180549 0.397903078601162 0.416610215417965 0.633290388139868 0.635880733589237 0.748201438848921 0.568808218959209 0.530169557276092 0.355430029403137 0.493468961145031 0.527532254734136 0.472946866816445
"avait" 0.442859770505256 0.456863738258702 0.464716590721498 0.571913045418374 0.723170093162486 0.534256421626299 0.620509250184193 0.547126320322197 0.418386006567799 0.202054217881798 0.535721046454397 0.262853734014392 0.521424801266774 0.526676271226471 0.664437975681494 0.532846607886719 0.677074918853819 0.81864766904137 0.389511880112343 0.857691853537576 0.449872050560519 0.570079722086135 0.404710305752108 0.416639626192485 0.209175629478154 0.404396625452702 0.639569293037286 0.569863989493133 0.724834033328817 0.838338565388594 0.812298863944787 0.493319630010278 0.551232684103728 0.533402298478995 0.200568960929985 0.664241205800545 0.68605836158606 0.647529371359883
"au" 0.451349095179478 0.526070319904916 0.561956558609695 0.573400465562505 0.632279862874305 0.616504732853909 0.58468464205809 0.619738764068661 0.610824421487999 0.377167873379357 0.425926627039715 0.48469482867902 0.501431519009613 0.486526062209206 0.488189453894903 0.509295376598908 0.458237255276338 0.457085721427679 0.549416757211095 0.489496226799918 0.461710788733164 0.38747606110542 0.502624089401812 0.45168408073204 0.427717331918016 0.386446905785089 0.639569293037286 0.487500834761703 0.50975477577564 0.504454807744651 0.546702338024892 0.476875642343268 0.639110358381134 0.657054649490035 0.570325344685264 0.628830238681341 0.524201874338087 0.600306234885019
"lui" 0.345232536751701 0.621856240879024 0.514467271966622 0.441020072734845 0.438644154869049 0.3372180760332 0.684047234407846 0.634092386669706 0.372430564198796 0.395689510018522 0.425926627039715 0.482830617799485 0.619791749972009 0.639254308274879 0.623123806058401 0.454833154245845 0.741698121520995 0.731158605174353 0.284958691240083 0.713848664083214 0.699396224353195 0.723734022179664 0.545706154207682 0.499707962878837 0.199809556516445 0.70848599393933 0.542202027530117 0.549273200810275 0.644391003929007 0.767569725453193 0.701795199875926 0.515930113052415 0.402639525780114 0.24730470202208 0.205344412380699 0.508318721549858 0.584814797546176 0.567393139766174
"sur" 0.523508354910367 0.555658641043515 0.482807747537907 0.475974446121924 0.527558510585748 0.489198651127696 0.58468464205809 0.696572861521315 0.891344100948788 0.538811247684795 0.530042024760535 0.553670631221804 0.367876393531773 0.359777363154704 0.375996846478062 0.577005166551364 0.653575572429392 0.341028799971432 0.334160191885852 0.355314147085029 0.485388265078454 0.565625974257338 0.553539256899658 0.525666818093322 0.529183122336523 0.52159773622359 0.276828499971363 0.355051977828729 0.363263785394933 0.337512928922681 0.317940366794618 0.287769784172662 0.525668269768482 0.573811563515283 0.570325344685264 0.454059981609143 0.535525167684653 0.420715215866974
"sa" 0.280147714249331 0.38866015054939 0.378783595843557 0.450688303671697 0.589798559587437 0.533898820273136 0.669176642355502 0.72359144524093 0.449022968147134 0.397373295167537 0.535721046454397 0.492151672197159 0.527822651589066 0.515654645221732 0.516995663907335 0.4106745955812 0.599233333822903 0.424946881639795 0.307509379036061 0.485202400249042 0.513619102259378 0.712599652607669 0.702368208047207 0.495814134596664 0.280982188851251 0.516318406909586 0.311193417209187 0.303296752220466 0.332780111096057 0.736721769583916 0.682408592144547 0.692702980472765 0.458561682138463 0.240839219616274 0.304264478145488 0.497466973561715 0.484903385664711 0.505144459867489
"plus" 0.539072116813108 0.457866732195604 0.508813785461494 0.362186805095901 0.379367917724583 0.361177366695156 0.443414017560817 0.453405608044783 0.469128474183573 0.436100353594881 0.424033619808428 0.408262182618098 0.547016202555941 0.597529581256938 0.514342460353558 0.619691773260521 0.52432916709504 0.482975342367918 0.461264068554091 0.480908573698165 0.376107605023268 0.554491604685343 0.496096503825165 0.524368875332598 0.77582304366151 0.596564212482446 0.318830065484259 0.31776595507869 0.328546267443436 0.518971492859606 0.445891977821721 0.585817060637205 0.60875261635803 0.57623611941746 0.485731633272617 0.403799254085112 0.363011463169323 0.429301240680586
"mais" 0.495210605996293 0.310928120439512 0.356169649823046 0.482667836770513 0.442595904012013 0.409453549372231 0.344051425211061 0.352930249837466 0.314028856188188 0.56070045462199 0.486502858440919 0.374706386786473 0.475840117720446 0.39914031317163 0.519269838382001 0.236984264833596 0.437675327154963 0.616887174817433 0.571967445007073 0.604356087035864 0.458068100064658 0.478777891595778 0.483041332671871 0.31150626257382 0.279421176690966 0.266078197425799 0.733118234406919 0.629966832134986 0.635923316623764 0.471792266236005 0.478849210965065 0.476875642343268 0.442583923178935 0.273974816946029 0.503469024375269 0.364961419180179 0.438944136199237 0.365621556646299
"on" 0.312690125500516 0.169004478367928 0.196741330378444 0.385241817329932 0.52064294958556 0.324344427319313 0.540748801903436 0.508287106225251 0.717096381966319 0.298029971375652 0.41456858365199 0.251668468737184 0.518225876105629 0.477078954205144 0.450665575062919 0.163386667059187 0.337803104851146 0.366918420911672 0.522765944361303 0.37785673647713 0.55004598894444 0.445374782879793 0.50784615786313 0.354338373677721 0.344983687422925 0.288251380544616 0.502109624085989 0.325557064310042 0.442860046064219 0.952657460668856 0.949943778837579 0.836587872559096 0.335532938150095 0.459857436112952 0.227857254934065 0.729922838360358 0.532860863367814 0.488687912308067
"c" 0.459838419853701 0.268802375089643 0.274759444149207 0.420196190717011 0.52064294958556 0.381203042472313 0.332560513170613 0.342798280942611 0.208714300759222 0.461357130830106 0.376708439026237 0.277767421050669 0.464643879656435 0.5006967242153 0.472270232572243 0.117756156439054 0.393614052609162 0.5249343832021 0.557617007318723 0.561417821527099 0.404338442204191 0.360753574132633 0.321157210371028 0.475047050425076 0.508889964252822 0.420234613394714 0.465835544779396 0.495848451795294 0.47842433274624 0.55707779128636 0.55833430266372 0.746145940390545 0.36109735248534 0.397627167957069 0.311768758996609 0.3849514812636 0.472247940159725 0.419999713799173
