"Aimard_BanditsArizona" "Aimard_GrandChefAucas" "Aimard_TrappeursArkansas" "FevalPP_CavalierFortune" "FevalPP_ErrantsNuit" "FevalPP_JeanDiable" "Flaubert_Education" "Flaubert_MadameBovary" "Flaubert_Sallambo" "France_CrimeSylvestreBonnard" "France_MannequinOsier" "France_Thais" "Gaboriau_CrimeOrcival" "Gaboriau_Lerouge" "Gaboriau_MonsieurLecoq" "Huysmans_ARebours" "Huysmans_SœursVatard" "Malot_Cara" "Malot_ClotildeMartory" "Malot_Ghislaine" "Maupassant_BelAmi" "Maupassant_PierreJean" "Maupassant_UneVie" "Mirbeau_AbbeJules" "Mirbeau_JardinSupplices" "Mirbeau_SebastienRoch" "Ponson_Breda" "Ponson_CordePendu" "Ponson_RocambolePrison" "Stolz_DessusHaie" "Stolz_MaisonRoulante" "Stolz_TresorNanette" "Verne_ArchipelFeu" "Verne_DeuxAnsVacances" "Verne_VingtMilleLieues" "Zola_Germinal" "Zola_Nana" "Zola_Oeuvre"
"qu" 0.630840473615617 0.743105549606983 0.676597491043402 0.538164399366178 0.568793982043193 0.543348375578142 0.638516717650045 0.801025845989875 0.558940196245896 0.783701662045262 0.966925887754146 0.841561317707853 0.983526713119712 0.896965010632128 0.981985190461351 0.830603649976603 1.0836609461361 1.25604289355718 0.848092298350369 1.41775636613902 0.804246131702051 0.847457627118644 0.900073712933387 0.815453940293922 0.561061701373368 0.75854009724338 0.589777195281782 0.550116244801729 0.706528523280489 1.19207913681981 1.1864309163163 0.927489067426014 0.786344760070108 0.701737673946004 0.421938102350128 0.83719564861493 0.649649834131957 0.868309874105683
"dans" 0.661342650361867 0.772217918416287 0.810807813037257 0.638933309966629 0.72506673137588 0.680767013903533 0.832209027397443 0.946742605915268 1.04101425344949 0.896607833695851 1.06624191886068 1.02426870905232 0.534183837796649 0.521167601005219 0.447031414622565 1.18448759943847 0.750003626709994 0.726026193196801 1.00394696893027 0.776113081687755 0.775458798128823 0.75941008144398 0.949215668524577 0.8410568897537 0.8385097954591 0.790884998226247 0.666541846096237 0.643985286573453 0.829692506137394 0.685804563652358 0.817831019985026 0.679345062544493 0.742132604885443 0.644582569280719 0.707918371720771 0.758726198070442 0.85369385498394 0.763574860766122
"s" 0.653023874885617 0.826495216196346 0.797497698459354 0.683476089290017 0.670710992477554 0.525424205361787 0.835548549979295 0.9267585931255 1.04291218280856 0.421737758812493 0.474093506980231 0.634862046691889 0.729003825698956 0.709839551517495 0.816527919986942 0.776497426298549 0.870410398502894 0.612639535905775 0.421010019228823 0.697760601408227 0.725980568549838 0.757208892802113 0.905246550364038 0.7834502534692 0.463954868443362 0.788798230420901 0.619734132184984 0.650534289487759 0.672408771272833 0.669646864508716 0.662327938720267 0.555273060103732 0.731079566089277 0.930358092607146 0.620851779172332 0.926955667583084 0.768127007529883 0.869725212123786
"vous" 1.62632060560685 0.962681890626311 1.18460019743337 1.00403805851899 0.776510555690366 1.06806967230399 0.41343289563324 0.434652278177458 0.0939475032739281 0.943098610257858 0.520940691464443 0.0701301098089877 0.792634547554145 1.14440363425478 0.866610277641752 0.0438699110903135 0.326403899438585 0.827107321789575 1.41078838174274 1.03552332045106 0.763763943864699 0.283953334800792 0.351752945284312 0.494136924573711 0.554896188171463 0.421527096679952 1.24508519003932 1.70492375869107 1.21832480339533 0.377012980018312 0.435792585766669 0.848164344554053 0.320538125088819 0.111134925738055 0.477526772977209 0.24669892005713 0.2994839660892 0.321281730109193
"est" 0.938635166236863 0.768763908557556 0.73316547799949 0.809802332289134 0.739626304295074 0.755978237948631 0.440816980804424 0.427990940580869 0.132855055134848 1.12408056187424 0.921952590649302 0.841561317707853 1.088006787277 1.10187512081964 0.836189882621793 0.171092653252223 0.41199425529137 0.900940493979081 1.10312721384475 0.800465879612473 0.665707088880892 0.627338762931983 0.394428854087188 0.754006861590455 0.881668387872436 0.733498883579224 1.05598202583786 1.12206249931781 1.00694877876253 0.806089657277248 0.693044596747874 1.14919149801688 0.487912712573621 0.550911703301501 0.584015913094146 0.396298951670722 0.52656521510189 0.502444996426271
"était" 0.558744419488118 0.515140898930737 0.516876116108566 0.600232206620079 0.867750545983984 0.592551980093627 0.66790451637034 0.581201705302425 0.476380269126383 0.43170006807578 0.586526749742341 0.45953677216942 0.639449476421282 0.663444809588247 0.81912478297645 0.592243799719233 0.838495350557788 0.91500395534851 0.615322335795972 1.10540526232199 0.399424253328535 0.497468633061853 0.491419555911907 0.441650878181166 0.373013548715261 0.528995638655287 0.582287961055982 0.789700601416768 0.748137976948363 0.890468752805156 0.923419531954923 0.656971422760094 0.7516066381393 0.673160121613362 0.405194526860044 0.770581294915292 0.752330051076826 0.743052459503641
"du" 0.528242242741868 0.588168535943907 0.678815843473053 0.676904203816075 0.774569279301141 0.764413141579857 0.584416451824047 0.674460431654676 0.657632522917497 0.524681621199794 0.77391548767919 0.671772630801882 0.639449476421282 0.582254011212063 0.656635355918622 0.719466541881142 0.555611971044347 0.339281005537488 0.362311506932497 0.438350362644926 0.68909679740914 0.49966982170372 0.598755932597928 0.501817809411644 0.590347889082418 0.507084576699151 0.602883355176933 0.543021491644564 0.636624641118462 0.746844760417228 0.633531071819386 0.541035289331842 0.890559125862532 1.15024648138887 0.959072004072038 0.768887709651742 0.557500921489126 0.67723924166189
"ce" 0.741757479965616 0.584221096105357 0.508002706389964 0.7272886591163 0.625090997330745 0.604149972586563 0.43347003112435 0.427158273381295 0.185997077188787 0.695701263552892 0.63712170898529 0.555504290855403 0.696010118070339 0.73458341387976 0.730831441333155 0.407990173139916 0.407642203298855 1.08552342445284 1.03430826839389 1.03022923394568 0.586541921554516 0.664758969843716 0.473314624904626 0.606789902196733 0.63504785979623 0.677156152834874 0.619734132184984 0.610148771516203 0.670744393126118 0.870720453851816 0.86198621589971 0.825790704769653 0.813187854289369 0.786676510045803 0.720643489093235 0.574125404343482 0.597651519140646 0.693515628870065
"son" 0.404847073177495 0.585701386044813 0.575662455494304 0.602422835111393 0.669740354282941 0.652650668466113 0.746049344785669 0.693611777244871 0.392871377327336 0.393511215899846 0.620256722570974 0.527821352772908 0.691296731266251 0.711386042915136 0.697443202896615 0.541062236780533 0.581724282999434 0.660982684363189 0.360287420301589 0.674466620784584 0.573947463116229 0.865067136253577 0.781098452028399 0.5875876901019 0.320606686499067 0.634377412825275 0.439992510765774 0.484080465415807 0.464361502933467 0.771978959085115 0.796713317591046 0.559340994609987 0.560546967519856 0.34451826978797 0.352284828311377 0.487188027481244 0.65886472539624 0.651055488327
"n" 0.511604691789369 0.444086981836842 0.446998014574575 0.600232206620079 0.648386314001456 0.593606343047531 0.545010085358197 0.485444977351452 0.33023970847805 0.594417786042805 0.689590555607608 0.454000184552921 0.70779358508056 0.678136477865842 0.663683984033002 0.317325690219935 0.642653010894637 0.958073305792388 0.943224370003036 0.966700195881201 0.478589420654912 0.556900726392252 0.468141787473974 0.494136924573711 0.49786519105384 0.528995638655287 0.578543343943082 0.567580252573212 0.597511754670661 0.608606667743847 0.635450862946111 0.640699684735076 0.626865200296853 0.718407912806713 0.471499085800778 0.542511812757213 0.491022063082513 0.552689496068899
"avait" 0.440895100241245 0.455929301352492 0.465854010226605 0.565912360256158 0.728949284154331 0.535264926264884 0.622487009257157 0.552058353317346 0.418493423674771 0.200906570142959 0.534057903120022 0.262065147180954 0.536540531198693 0.545911463367485 0.670732612147383 0.545449227889565 0.681821478827267 0.823591456447218 0.396720979657929 0.873524273386627 0.458798128823318 0.592119744662118 0.416413413167458 0.422448666086333 0.211168827165251 0.409006489847875 0.627223366410784 0.572492004758942 0.727333250114426 0.836609755659683 0.8159112288583 0.496288009763043 0.570021000773713 0.546942598810856 0.210299308155461 0.668966179102287 0.68650939918909 0.66450119949897
"au" 0.467237889249369 0.536358388062942 0.586754217642557 0.596581159134556 0.691094394564426 0.642809947563016 0.597774542151454 0.630329070077272 0.644347017404012 0.39517160077706 0.451606858427809 0.51674817753991 0.519258112917036 0.501836458534699 0.498597693985665 0.532288254562471 0.475824351181582 0.460578359848818 0.566744256654185 0.501879400709408 0.482187837351565 0.405018710103456 0.528922627284131 0.4838957447898 0.462413490142886 0.415266793263914 0.645946451975286 0.504273224401585 0.515125036408272 0.508069873072297 0.552899844496919 0.488152140750534 0.66318232776997 0.708088241131036 0.638265097682019 0.658240139099803 0.541045758517192 0.626994742019263
"pour" 0.589246596234368 0.520568628708743 0.521312820967867 0.636742681475315 0.556175685513225 0.63121195507008 0.595102924085973 0.557054356514788 0.557991231566361 0.471549305128929 0.532184015740654 0.422626188059426 0.593886737315098 0.689735163348154 0.55758358189022 0.425538137576041 0.544006499064309 0.963347103805924 0.888574030968525 0.93281804224681 0.608132421734437 0.655954215276249 0.547027558291412 0.326437605612167 0.331396334602401 0.335969616660754 0.576671035386632 0.390211423644084 0.409437024091874 0.626559666792338 0.629691489565935 0.74036408013831 0.562125973062165 0.5207465091726 0.34893611321336 0.487752555902427 0.521299562950871 0.467769214982768
"lui" 0.357707345478746 0.638004963905597 0.537950464190246 0.468064287644125 0.452317398689638 0.38589684112859 0.717997355098115 0.670297095656808 0.39382034200687 0.410115064671991 0.48721071863581 0.533357940389407 0.627666009411062 0.658032089696501 0.631779667304753 0.472332709405709 0.750003626709994 0.755032082271249 0.297540734743447 0.733760389644767 0.716084922634041 0.757208892802113 0.56383927994103 0.521020021506478 0.21579296206668 0.727238580163185 0.54671409848343 0.557756748201753 0.661590313319186 0.807884957182097 0.731440419282382 0.530865453066206 0.420015474254315 0.257991791891913 0.222354682508322 0.533479358018279 0.599626138697278 0.607180009765832
"sur" 0.512991154368744 0.547707277598772 0.473618243730381 0.468064287644125 0.519291434117933 0.482546778569722 0.578405311176714 0.686950439648281 0.883486116646738 0.532983545585867 0.526562353602548 0.548122174033404 0.366073041784174 0.358012758554031 0.37135140749974 0.57323350491343 0.647005062887151 0.337523072866309 0.329926120837972 0.350468526655726 0.480388629003239 0.561303103675985 0.549613977006738 0.5184597265605 0.524068622161937 0.515431647920536 0.273357049241715 0.349825905672528 0.362834435983856 0.333925782301934 0.316765535909693 0.284755415437811 0.51949282341981 0.563612837671565 0.559905164388424 0.449364623261958 0.529856247696277 0.416109377322039
"sa" 0.274519590716247 0.382408234359503 0.371574031966458 0.44250695524546 0.579471002183936 0.524721296725852 0.661225471206636 0.713595790034639 0.44506443470174 0.391850831022631 0.530310128361285 0.487219710251915 0.518472548449688 0.506475932727624 0.506017302527119 0.407990173139916 0.594780438976978 0.418387975740529 0.30361299463617 0.478585420085764 0.50737675422814 0.704380365397315 0.695746634422647 0.489016334681755 0.277448094085731 0.51021472840717 0.305186294701367 0.297433882358078 0.327050305829484 0.728891761368737 0.675766476607345 0.685446964303875 0.453174590642813 0.236558627642431 0.298705386743107 0.49170425485071 0.47917434574272 0.499614320390067
"plus" 0.528242242741868 0.450501571574486 0.499129296671362 0.355612025089998 0.372725066731376 0.354968861147428 0.438145362738943 0.447142286171063 0.464992692971968 0.430039683198565 0.419750772978544 0.404170896004429 0.537326095666041 0.586893485404987 0.50342043953761 0.615641085634066 0.519344871106727 0.475520787553837 0.455419491954256 0.474350150881465 0.371536523929471 0.548095971824785 0.491419555911907 0.517179579087511 0.766065015336714 0.589511905010329 0.312675528927167 0.311623388672408 0.322889360462697 0.513455772786844 0.441551959146845 0.579680667141259 0.601601111619902 0.565994300365951 0.476857029957605 0.399121593776639 0.358722552788163 0.424601405430652
"on" 0.316113468097496 0.17270049293655 0.196324190024069 0.411838156367062 0.538704198010192 0.342667960018557 0.543006371809086 0.509592326139089 0.716468333048644 0.302190047653046 0.42537243511665 0.258374088769955 0.534183837796649 0.488691281654746 0.460757690424253 0.16231867103416 0.335108003423614 0.375318625296651 0.520190264143305 0.385409497591191 0.556854983807125 0.449042482940788 0.519870161780491 0.363561882328844 0.349892874208117 0.299451180067194 0.524246395806029 0.327995895958174 0.44688553239296 0.978438448142762 0.969494518996333 0.844096410047798 0.353697241477318 0.474704897081121 0.244456202155233 0.733886947538374 0.53907113896056 0.498906651381016
"mais" 0.485261902781244 0.305926587487603 0.349390507669953 0.473905963620963 0.434845911186605 0.402415194073074 0.339963398832503 0.348054889421796 0.311260414887358 0.552908164112441 0.481589056497705 0.370951370305435 0.467410858072068 0.392035569302146 0.508243185089555 0.235435189518016 0.439557251243962 0.607365737892239 0.564720170023277 0.596114140505056 0.452500899604174 0.473255558001321 0.478487462335277 0.307235393517333 0.275906715785255 0.262932743473634 0.71896648567684 0.617789274916227 0.624973994091458 0.466777975260767 0.474188408301177 0.471880402725516 0.437384535219719 0.269105284465719 0.494270348467293 0.36073366113617 0.433758095940182 0.361618863625105
"c" 0.450600338296869 0.264478469182831 0.269529820202536 0.412568365864166 0.511526328561029 0.37500175727159 0.328609022054207 0.338062883026912 0.206874300138549 0.454945456356784 0.372903588494331 0.274983851619452 0.456412955529196 0.491784264450029 0.462241612132544 0.116986429574169 0.388783311331293 0.517711171662125 0.550551563606922 0.553761448462068 0.399424253328535 0.35659255998239 0.318129501985076 0.468533975113933 0.502489325955269 0.415266793263914 0.456843287773825 0.486263466387243 0.470186826446969 0.551157070788675 0.552899844496919 0.738330112885183 0.358434258104246 0.39055988187945 0.306072559958744 0.380492155877588 0.46666842188405 0.415401708312988
