"Aimard_BanditsArizona" "Aimard_GrandChefAucas" "Aimard_TrappeursArkansas" "FevalPP_CavalierFortune" "FevalPP_ErrantsNuit" "FevalPP_JeanDiable" "Flaubert_Education" "Flaubert_MadameBovary" "Flaubert_Sallambo" "France_CrimeSylvestreBonnard" "France_MannequinOsier" "France_Thais" "Gaboriau_CrimeOrcival" "Gaboriau_Lerouge" "Gaboriau_MonsieurLecoq" "Huysmans_ARebours" "Huysmans_SœursVatard" "Malot_Cara" "Malot_ClotildeMartory" "Malot_Ghislaine" "Maupassant_BelAmi" "Maupassant_PierreJean" "Maupassant_UneVie" "Mirbeau_AbbeJules" "Mirbeau_JardinSupplices" "Mirbeau_SebastienRoch" "Ponson_Breda" "Ponson_CordePendu" "Ponson_RocambolePrison" "Stolz_DessusHaie" "Stolz_MaisonRoulante" "Stolz_TresorNanette" "Verne_ArchipelFeu" "Verne_DeuxAnsVacances" "Verne_VingtMilleLieues" "Zola_Germinal" "Zola_Nana" "Zola_Oeuvre"
"Aimard_BanditsArizona" 0 0.590450703249004 0.545695532173506 1.02235616590798 1.01918097089754 0.983137004762969 1.20154310414023 1.25518317051247 1.07081230028647 0.997845051672043 1.04891067534451 1.08170105670207 0.948013152796617 0.961093108493108 0.972548071711063 1.09723017391625 1.18728766955932 1.00028931491568 0.919493880542986 1.04455254776425 1.1460089591955 1.14640932687344 1.21882216327222 1.12999796660747 0.981871880602224 1.10913518315328 1.0284265911963 0.919343453703331 0.99265618246872 1.08397230770344 1.10785422656361 1.0560883732291 0.967092899093092 0.922827937813528 0.911718533517798 1.1831483266424 1.23184863356441 1.22295473620282
"Aimard_GrandChefAucas" 0.590450703249004 0 0.364688446565105 1.04019564278679 0.979391446281564 0.988228007920213 1.18318191598431 1.22351115441821 0.956907461709619 1.12634720659816 1.08522562461631 1.00227638616371 1.00776332966064 0.988308373272471 0.931575419571982 1.08666921667738 1.23525585774903 1.05869163560754 1.03131775726669 1.09795724102955 1.16259600764834 1.1163661638975 1.13306883626888 1.09828502227808 1.03216360945263 1.10623959822322 1.10772277343845 0.928687581153788 1.00814500591848 1.11235906249878 1.08641856736234 1.13559246569132 0.922657837374349 0.934139360143664 0.957595541573441 1.11076038447804 1.21292487885628 1.19524062364503
"Aimard_TrappeursArkansas" 0.545695532173506 0.364688446565105 0 1.04244558239043 1.00042124128428 1.00344509277748 1.16994461538559 1.19224082158998 0.969892027154867 1.08972558846825 1.11343638003197 1.02659755235492 1.02074747272333 1.02012414251753 0.977725784628959 1.07967317204468 1.20592472648621 1.06345613711492 1.06880185057279 1.09325076331268 1.17383033432849 1.12133656292416 1.11519193865961 1.09622386227781 1.03778925213229 1.11245244648963 1.11217431802573 0.932516004193801 1.03378882893552 1.11821611130876 1.08175109528367 1.12648755626925 0.914545209148402 0.892153828541208 0.929250355491851 1.11623010152327 1.21601818165686 1.18183791770721
"FevalPP_CavalierFortune" 1.02235616590798 1.04019564278679 1.04244558239043 0 0.724310667588709 0.688716434950343 1.05316605197073 1.05272480348525 1.10327760963902 0.989631692684523 1.0725534318964 1.04626377875027 0.997407745822052 0.945812676193756 0.958062231378516 1.20084830023545 1.08423765660972 1.05938736980025 1.04150295253642 1.06516880040717 0.967839332448986 1.07685318075756 1.08930945143756 1.07111728686326 1.09073192717187 1.14181023423039 0.871905854451096 0.918218051900019 0.838807773216061 1.06283405873452 1.03591739189955 1.01853857190471 1.07966886578092 1.10614706675462 1.11553418695929 1.08561516118401 0.983224249754896 1.09553901337035
"FevalPP_ErrantsNuit" 1.01918097089754 0.979391446281564 1.00042124128428 0.724310667588709 0 0.704337940620211 1.05217363475453 0.996461347210373 0.926412123003714 1.11514014772363 1.06652530427041 1.00942944951367 1.08621988355181 1.06319273832479 0.975758782225987 1.11526385927183 1.1188354366207 1.17984088898604 1.1518426024139 1.15753052059832 1.01228949813221 1.0701318705206 0.990686231480635 1.0365853816712 1.09893100094553 1.08942550540292 0.964619744199332 0.94479476775005 0.923504266635605 1.05967410578223 1.03269018068941 1.10603044933461 1.0410554963787 1.03769111667208 1.03638629668453 0.969023950922976 1.04118999605314 1.07077136356029
"FevalPP_JeanDiable" 0.983137004762969 0.988228007920213 1.00344509277748 0.688716434950343 0.704337940620211 0 1.09355615417011 1.10224595868435 1.06591835266848 0.927043751999639 0.9863327004819 0.988925347751273 1.01954523381019 0.943000035610418 0.953528291146076 1.08238705478978 1.17463414113236 1.10294550179115 1.00503686205418 1.05811911876796 1.07817971511486 1.12447698498043 1.10211580853001 1.04510566139015 1.00193220199796 1.04037611531949 0.931820580325483 0.929174261859325 0.891815507127993 1.09819679270625 1.08781889932825 1.04624729965185 1.05154060843563 1.13145735858239 1.01977147041261 1.10918419869862 1.09740311106973 1.11371736459247
"Flaubert_Education" 1.20154310414023 1.18318191598431 1.16994461538559 1.05316605197073 1.05217363475453 1.09355615417011 0 0.534573104290308 0.70269875885821 1.13499118381086 1.0058068078673 1.08425684126986 1.10889766681459 1.13730528837913 1.09436775118568 0.930323429381647 0.809774253275668 1.0963593192205 1.14449339914667 1.07879731665067 0.844957711478976 0.973770953402536 0.87667565810514 1.02546024262138 1.0911184827691 1.03918143417113 1.05116502729049 1.10755742508089 1.07044245157151 1.05699604247382 1.04823430523231 1.12450989138309 1.10313653084485 1.11116480867768 1.10033540472349 0.874344217070274 0.760370972720433 0.833526252994662
"Flaubert_MadameBovary" 1.25518317051247 1.22351115441821 1.19224082158998 1.05272480348525 0.996461347210373 1.10224595868435 0.534573104290308 0 0.669192794920845 1.10472100959625 1.02845016638438 1.04248094935257 1.15644269305257 1.20191695457636 1.15167619396409 0.892438833424677 0.805133481511801 1.16195915140803 1.22746061295765 1.1279573253876 0.850169377937235 0.933618772955291 0.718589892823363 0.916762136674487 1.06873352468083 0.976181630901186 1.08508454353873 1.14336900514311 1.12789085679565 1.04134747954985 1.02848049607271 1.08374761475415 1.12904856011508 1.08906936284626 1.1132711263765 0.849938483750106 0.769125412613302 0.852431857787756
"Flaubert_Sallambo" 1.07081230028647 0.956907461709619 0.969892027154867 1.10327760963902 0.926412123003714 1.06591835266848 0.70269875885821 0.669192794920845 0 1.19779936448109 1.04964969340996 0.83390723734429 1.27172258729322 1.31785342719486 1.17249310074862 0.82422486898534 0.890735540458471 1.29833352443377 1.2654656031811 1.28816254638418 1.04387870148359 1.03899977044822 0.840952872684358 0.944532412683778 0.89380389704413 0.95896451848657 1.22674290845961 1.16242713485871 1.19083043951531 1.1987416033527 1.13079807600646 1.24798191240556 1.00625124285328 0.963566319613224 0.899227601141394 0.777618279777026 0.925916934069621 0.890061132888999
"France_CrimeSylvestreBonnard" 0.997845051672043 1.12634720659816 1.08972558846825 0.989631692684523 1.11514014772363 0.927043751999639 1.13499118381086 1.10472100959625 1.19779936448109 0 0.761035245343032 0.836077996783168 0.998095818893411 0.937098807169947 1.08650449023577 0.978191093011915 1.07458989166526 0.979660188231366 0.844159836555965 0.976855246294815 1.0688435861591 1.09870846046921 1.14286749093061 0.955194591818587 0.865348275420616 0.935096096548151 0.986396765061336 1.04043281376426 1.07567867602045 0.957437697046371 1.03260707821787 0.802025574407382 1.13809481943539 1.1216731850725 0.986475514169064 1.22092103601187 1.13779146339612 1.10180148437162
"France_MannequinOsier" 1.04891067534451 1.08522562461631 1.11343638003197 1.0725534318964 1.06652530427041 0.9863327004819 1.0058068078673 1.02845016638438 1.04964969340996 0.761035245343032 0 0.794744985959335 1.04891949413154 1.03781113650145 1.05418614787816 0.794531177937088 1.05292266057321 1.07943959307899 1.00911775956847 1.02506158208283 1.1224382139247 1.10961280769504 1.14418773810147 0.965235003622054 0.909180144302374 0.91777889800397 1.10939599097289 1.12971169283885 1.12690165888363 0.925290251089285 0.991827100247312 0.984575211836605 1.02957221886473 1.03373812235833 1.00281514167452 1.10926197639337 1.11487045989365 1.03901439233961
"France_Thais" 1.08170105670207 1.00227638616371 1.02659755235492 1.04626377875027 1.00942944951367 0.988925347751273 1.08425684126986 1.04248094935257 0.83390723734429 0.836077996783168 0.794744985959335 0 1.15557248951131 1.16888164235564 1.12919923189571 0.843856170519463 1.03897382652494 1.12234877643625 1.12821284826085 1.17931514588426 1.11879205740508 1.01943140395676 0.98805581645363 0.846136535362497 0.790075378945635 0.843832709703568 1.06486924382127 1.11721208841771 1.18577327484206 1.04337224387166 1.04527381011083 1.0116524672938 1.11688953264115 1.11522151512189 1.02591704200114 1.05319321754959 1.10772589404599 1.03326811460438
"Gaboriau_CrimeOrcival" 0.948013152796617 1.00776332966064 1.02074747272333 0.997407745822052 1.08621988355181 1.01954523381019 1.10889766681459 1.15644269305257 1.27172258729322 0.998095818893411 1.04891949413154 1.15557248951131 0 0.525106608446544 0.639597584279306 1.12408624039259 1.09759383139851 0.865238451912774 0.876461009155016 0.88272718328253 1.03673164164795 1.04466588428214 1.1867654043058 1.12014875969984 1.08300914005881 1.11128386323038 0.937728380914527 0.932249213781387 0.913069943796522 1.02870124875419 1.02993913706106 1.02267351819034 1.03004200900587 1.06625192144029 1.0747185019531 1.14895257794962 1.08088071957062 1.11110726402486
"Gaboriau_Lerouge" 0.961093108493108 0.988308373272471 1.02012414251753 0.945812676193756 1.06319273832479 0.943000035610418 1.13730528837913 1.20191695457636 1.31785342719486 0.937098807169947 1.03781113650145 1.16888164235564 0.525106608446544 0 0.617410314275981 1.17427551191385 1.13343014151123 0.816348689051722 0.821037550698491 0.856637816267075 1.06792440482084 1.05628126762889 1.18974865082501 1.11306314660278 1.11727265055682 1.11232808461494 0.955529200460785 0.920642582800308 0.92342494645953 0.975304386293428 0.985522830624642 0.956760900794745 1.03012825801189 1.1090613488741 1.10835754936662 1.18751737803925 1.12754219226163 1.17551531549803
