"Aimard_GrandChefAucas" "FevalPP_ErrantsNuit" "Flaubert_MadameBovary" "France_MannequinOsier" "Gaboriau_Lerouge" "Malot_ClotildeMartory" "Maupassant_PierreJean" "Mirbeau_JardinSupplices" "Ponson_CordePendu" "Stolz_MaisonRoulante" "Verne_DeuxAnsVacances" "Zola_Nana"
"même" 0.144128826742493 0.174973081064452 0.287090048648112 0.285804428112763 0.189924106632089 0.23422016695694 0.255280153604468 0.267551369863014 0.223496942475242 0.227980849608633 0.238067084466517 0.199437651212973
"moi" 0.234026128846285 0.189393939393939 0.147268094119204 0.096505391310803 0.332557873460204 0.486457269833644 0.264007680223425 0.389860567514677 0.328480978407923 0.186184360513717 0.115880335816483 0.181128620937684
"sans" 0.26822618942925 0.126903553299492 0.190290233974253 0.263533953194885 0.250181152511346 0.2202069945749 0.272735206842381 0.212512230919765 0.157476053899021 0.212782126301391 0.245950100508455 0.211861636042634
"leur" 0.335160593713052 0.162475003845562 0.22007479233544 0.220848876268953 0.083902215781244 0.134126078513803 0.226915692092861 0.261435909980431 0.0725147464689648 0.108290903564101 0.298766307989437 0.13927940887988
"homme" 0.39720927505643 0.254768497154284 0.116656186914651 0.200434274260899 0.208992792036917 0.114107260825176 0.178914295688602 0.20333904109589 0.588776448942042 0.138688350178585 0.0496630010642072 0.213823317857843
"n" 0.000977144588084699 0.00384556222119674 0.482344375682563 0 0.00457648449715877 0 0.54983417699424 0.00917318982387475 0.00324692894637156 0.00379968082681055 0.713412951795357 0.48780487804878
"vouloir" 0.171000302914822 0.194200892170435 0.143958698745739 0.105784755859919 0.180771137637771 0.408383880847997 0.198551230581253 0.183463796477495 0.216461929758104 0.189984041340527 0.0953844941074455 0.230170666317923
"où" 0.165137435386314 0.231695123827104 0.242413211106331 0.172596180613552 0.128141565920445 0.226212639881489 0.170186769069646 0.266022504892368 0.172628388982088 0.157686754312638 0.187615781798116 0.208592166350618
"m" 0.0029314337642541 0.191316720504538 0.266406327563954 1.02073010040272 0.217383013615041 0.282265329409645 0.165823005760168 0.0168175146771037 1.21922181936252 0.184284520100312 0.0291671593551693 0.132086575557445
"autre" 0.15390027262334 0.186509767728042 0.209319257371678 0.128055230777796 0.152549483238626 0.206193822192861 0.213824402164427 0.189579256360078 0.148276421884301 0.163386275552854 0.204170115486185 0.157588439155169
"venir" 0.138754531508027 0.238424857714198 0.183671443227322 0.12434348495815 0.182296632470158 0.224210758112626 0.181096177343341 0.107020547945205 0.236484658260728 0.153887073485827 0.197075401048441 0.251749166285229
"savoir" 0.172954592090992 0.205737578834026 0.137339907998809 0.170740307703728 0.286030281072423 0.272255920565331 0.170186769069646 0.217098825831703 0.247848909573029 0.258378296223117 0.0977493989200268 0.174589681553652
"cela" 0.08940872980975 0.225926780495308 0.0984545123605917 0.0705231705732791 0.155600472903398 0.190178768041959 0.244370745330773 0.198752446183953 0.216461929758104 0.214681966714796 0.138741082338103 0.357679984306545
"grand" 0.175886025855246 0.191316720504538 0.199391071251282 0.178163799343021 0.176957400556806 0.104097851980862 0.15927736079595 0.122309197651663 0.0882082363764273 0.252678774982901 0.141105987150684 0.190937030013732
"là" 0.0708429826361407 0.281687432702661 0.162987722143164 0.0798025351223948 0.131192555585218 0.148139250895842 0.165823005760168 0.181934931506849 0.10498403593268 0.222281328368417 0.166331638484884 0.220362257241875
"prendre" 0.177351742737373 0.20093062605753 0.182844094383956 0.105784755859919 0.167041684146295 0.184173122735371 0.20509687554547 0.0703277886497065 0.213756155636127 0.165286115966259 0.189980686610697 0.185051984568103
"est" 0.0415286449935997 0.0413397938778649 0.273852467154251 0.0129911103687619 0.041951107890622 0.0380357536083919 0.405829987781463 0.0596257338551859 0.0589858758590833 0.0284976062010791 0.393362500492689 0.337409272216047
"c" 0.00342000605829645 0.0144208583294878 0.335903630406725 0.00556761872946941 0.0198314328210213 0.00200188176886273 0.353464828067726 0.169704011741683 0.0162346447318578 0.0265977657876738 0.387844389263332 0.463610802327862
"puis" 0.0820801453991147 0.142285802184279 0.215110699275242 0.0742349163929254 0.0785629838678921 0.0960903249054111 0.292372141735032 0.13454011741683 0.2397315872071 0.115890265217722 0.0875014780655079 0.217746681488263
"petit" 0.0224743255259481 0.146131364405476 0.173743257106927 0.128055230777796 0.0961061744403341 0.0560526895281565 0.213824402164427 0.287426614481409 0.103360571459495 0.549053879474124 0.175002956131016 0.248479696593213
"suivre" 0.227674689023735 0.137478849407783 0.0885263262401959 0.0927936454911568 0.203653560123565 0.260244629952155 0.122185372665387 0.148299902152642 0.247307754748634 0.115890265217722 0.0906546844822829 0.0921990453148499
"quand" 0.0425057895816844 0.137478849407783 0.187808187444154 0.0909377725813336 0.120514091758514 0.174163713891058 0.209460638854949 0.102433953033268 0.133124086801234 0.307774146971654 0.0417799850222695 0.160204014908782
"encore" 0.116768778276122 0.167281956622058 0.126584373035046 0.111352374589388 0.161702452232943 0.074069625447921 0.157095479141211 0.177348336594912 0.263542399480491 0.121589786457938 0.151353908005203 0.191590923952135
"quelque" 0.17686317044333 0.124980772188894 0.205182513154847 0.105784755859919 0.12432782883948 0.106099733749725 0.144004189212777 0.142184442270059 0.140700254342767 0.132988828938369 0.319262149698475 0.0961224089452691
"femme" 0.142663109860366 0.162475003845562 0.14147665221564 0.100217137130449 0.157888715151977 0.190178768041959 0.222551928783383 0.154415362035225 0.0800909140104984 0.132988828938369 0.013401127271294 0.30536846923429
"rien" 0.0903858743978346 0.0980618366405168 0.118310884601383 0.0779466622125717 0.174669158308226 0.148139250895842 0.233461337057078 0.198752446183953 0.107689810054657 0.151987233072422 0.122975050254227 0.102661348329301
"devoir" 0.131914519391434 0.111521304414705 0.083562233179998 0.0927936454911568 0.208992792036917 0.2202069945749 0.126549135974865 0.0764432485322896 0.0844201526056605 0.0740937761228057 0.223089353986835 0.132086575557445
"main" 0.146571688212705 0.209583141055222 0.14147665221564 0.0779466622125717 0.095343427024141 0.188176886273097 0.15927736079595 0.100905088062622 0.121759835488933 0.131088988524964 0.0599109219187261 0.130124893742235
"dont" 0.17686317044333 0.101907398861714 0.0901810239269285 0.133622849507266 0.0915296899431753 0.0640602166036074 0.093820911153779 0.215569960861057 0.0795497591861031 0.0987917014970743 0.219147845965867 0.15366507552475
"sous" 0.0835458622812418 0.123057991078296 0.161333024456432 0.163316816064436 0.0671217726249952 0.0780733889856465 0.0829115028800838 0.143713307240704 0.0746793657665458 0.0721939357094004 0.110362224587127 0.125547636173413
"heure" 0.102600181748893 0.155745269958468 0.120792931131482 0.0556761872946941 0.131955303001411 0.206193822192861 0.133094780939082 0.0642123287671233 0.18723956924076 0.123489626871343 0.208899925111348 0.148433924017524
"jour" 0.0952715973382581 0.0980618366405168 0.149750140649303 0.120631739138504 0.1220395865909 0.144135487358117 0.150549834176994 0.0749143835616438 0.136912170572001 0.17288547761988 0.160813527255528 0.111161969528542
"ou" 0.113348772217825 0.116328257191201 0.160505675613066 0.133622849507266 0.127378818504252 0.276259684103057 0.200733112235992 0.160530821917808 0.0887493912008225 0.131088988524964 0.257774624571361 0.0405414241809978
"celui" 0.206177508085871 0.17689586217505 0.0728066982162359 0.0983612642206262 0.110598375348004 0.208195703961724 0.104730319427474 0.0932607632093933 0.163428756967368 0.134888669351774 0.106420716566158 0.0588504544562872
"œil" 0.132403091685477 0.120173819412398 0.126584373035046 0.068667297663456 0.107547385683231 0.108101615518587 0.185459940652819 0.143713307240704 0.108230964879052 0.13678850976518 0.0283788577509755 0.179166939122474
"répondre" 0.253080448313937 0.169204737732657 0.0711520005295033 0.116919993318858 0.157125967735784 0.0760715072167838 0.139640425903299 0.0504525440313112 0.193733427133503 0.102591382323885 0.271964053446849 0.0830445301772053
"votre" 0.174420308973119 0.1182510383018 0.0686699539994043 0.131766976597443 0.220434003279814 0.206193822192861 0.0501832780589981 0.0473948140900196 0.199144975377455 0.0588950528155635 0.0165543336880691 0.0255018635977244
"bon" 0.120188784334418 0.18843254883864 0.124929675348314 0.135478722417089 0.105259143434652 0.11010349728745 0.135276662593821 0.0412793542074364 0.137453325396396 0.366669199787218 0.12139844704584 0.120316484666187
"donner" 0.118723067452291 0.14132441162898 0.0777707912764338 0.135478722417089 0.164753441897716 0.144135487358117 0.0850933845348228 0.0718566536203522 0.158558363547811 0.188084200927122 0.12770485987939 0.145818348263912
"trouver" 0.123608790392714 0.0999846177511152 0.127411721878413 0.122487612048327 0.152549483238626 0.170159950353332 0.124367254320126 0.0672700587084149 0.149358731533092 0.127289307698153 0.093807890899058 0.157588439155169
"t" 0.168557441444611 0.196123673281034 0.131548466095244 0.0315498394669933 0.202890812707372 0.0460432806838428 0.115639727701169 0.0504525440313112 0.103360571459495 0.0455961699217266 0.0662173347522762 0.156934545216766
"mettre" 0.0947830250442158 0.147092754960775 0.124929675348314 0.0946495184009799 0.0762747416193128 0.0940884431365483 0.124367254320126 0.0657411937377691 0.164511066616159 0.159586594726043 0.122186748650033 0.156934545216766
"donc" 0.110905910747613 0.0826795877557299 0.140649303372274 0.0315498394669933 0.165516189313909 0.118111024362901 0.139640425903299 0.0932607632093933 0.265165863953677 0.174785318033285 0.152142209609397 0.145164454325508
"peu" 0.0952715973382581 0.0711429010921397 0.136512559155442 0.111352374589388 0.0991571641051066 0.0700658619101956 0.198551230581253 0.128424657534247 0.0827966881324747 0.127289307698153 0.148989003192622 0.0987379846988818
"était" 0.00635143982255054 0.00192278111059837 0.249859350696628 0 0.0175431905724419 0.0200188176886273 0.259643916913947 0.00458659491193738 0.0173169543806483 0.0113990424804316 0.320838752906862 0.402144772117962
"parler" 0.0938058804561311 0.144208583294878 0.0910083727702949 0.0668114247536329 0.146447503909081 0.158148659740156 0.150549834176994 0.0902030332681018 0.130959467503653 0.13678850976518 0.0189192385006503 0.124893742235009
"père" 0.0928287358680464 0.170166128287956 0.0603964655657411 0.0445409498357552 0.268487090499981 0.0640602166036074 0.233461337057078 0.0214041095890411 0.0335515991125061 0.182384679686906 0.00315320641677506 0.0294252272281436
"passer" 0.0942944527501734 0.134594677741886 0.144786047589105 0.0630996789339866 0.0915296899431753 0.11010349728745 0.104730319427474 0.088674168297456 0.087667081552032 0.131088988524964 0.0796184620235702 0.136663833126267
"demander" 0.0889201575157076 0.116328257191201 0.0827348843366317 0.0946495184009799 0.138057282330956 0.122114787900627 0.152731715831733 0.0642123287671233 0.113101358298609 0.0797932973630215 0.080406763627764 0.102007454390898
"après" 0.123608790392714 0.103830179972312 0.111692093854453 0.0835142809420411 0.100682658937493 0.118111024362901 0.13745854424856 0.073385518590998 0.120677525840143 0.0911923398434532 0.221512750778448 0.105276924082914
"falloir" 0.0767058501646489 0.0999846177511152 0.120792931131482 0.0946495184009799 0.115937607261355 0.168158068584469 0.141822307558038 0.0672700587084149 0.121218680664538 0.180484839273501 0.11509203421229 0.0954685150068659
"jeune" 0.215948953966718 0.110559913859406 0.0537776748188106 0.113208247499211 0.104496396018458 0.0580545712970192 0.0829115028800838 0.0473948140900196 0.0519508631419449 0.0835929781898321 0.160025225651334 0.10658471195972
"foi" 0.0982030311025122 0.156706660513767 0.116656186914651 0.0983612642206262 0.115937607261355 0.100094088443137 0.09163902949904 0.0902030332681018 0.085502462254451 0.151987233072422 0.0693705411690513 0.0941607271300595
"non" 0.0801258562229453 0.062490386094447 0.0827348843366317 0.0723790434831023 0.147972998741467 0.0860809160610974 0.174550532379124 0.168175146771037 0.171546079333297 0.144387871418801 0.15293051121359 0.0843523180540116
"alors" 0.0986916033965546 0.0278803261036764 0.137339907998809 0.0334057123768164 0.0785629838678921 0.0980922066742738 0.148367952522255 0.113136007827789 0.299258617890579 0.0664944144691846 0.126128256671002 0.172627999738442
"tête" 0.111883055335698 0.115366866635902 0.120792931131482 0.0872260267616874 0.0747492467869265 0.0660620983724701 0.0807296212253447 0.0657411937377691 0.0898317008496131 0.096891861083669 0.0433565882306571 0.134702151311057
"te" 0.0957601696323005 0.062490386094447 0.0372306979514843 0.0204146020080545 0.0770374890355059 0.0960903249054111 0.148367952522255 0.14524217221135 0.0492450890199686 0.13678850976518 0.0189192385006503 0.0745439089779638
"une" 0.000977144588084699 0.00288417166589755 0.216765396961975 0.00371174581964627 0.00305098966477251 0 0.220370047128644 0.036692759295499 0.00649385789274311 0.00569952124021582 0.248315005321036 0.282482181390178
"madame" 0.029314337642541 0.0144208583294878 0.194426978191084 0.293227919752055 0.131192555585218 0.0640602166036074 0.259643916913947 0.0198752446183953 0.0173169543806483 0.248879094156091 0 0.255018635977245
"chose" 0.0513000908744467 0.0826795877557299 0.134030512625343 0.0612438060241635 0.0755119942031196 0.0940884431365483 0.135276662593821 0.140655577299413 0.085502462254451 0.153887073485827 0.0299554609593631 0.0797750604851893
"monsieur" 0.0351772051710492 0.0663359483156438 0.0471588840718801 0.128055230777796 0.450783722970138 0.0120112906131764 0.0283644615116076 0.0198752446183953 0.247307754748634 0.0569952124021582 0.0220724449174254 0.0738900150395606
"ton" 0.0825687176931571 0.0672973388709429 0.0554323725055432 0.027838093647347 0.0915296899431753 0.074069625447921 0.124367254320126 0.108549412915851 0.0362573732344824 0.075993616536211 0.0441448898348508 0.0882756816844308
"point" 0.0337114882889221 0.202853407168128 0.0959724658304928 0.198578401351075 0.0526295717173258 0.164154305046744 0.170186769069646 0.0611545988258317 0.0984901780399372 0.0778934569496162 0.216782941153285 0.027463545412934
"seul" 0.12263164580463 0.0797954160898323 0.0852169308667306 0.0890818996715105 0.0884787002784028 0.120112906131764 0.0981846744632571 0.103962818003914 0.0822555333080794 0.10069154191048 0.0512396042725947 0.0935068331916563
"coup" 0.0874544406335806 0.134594677741886 0.0959724658304928 0.0426850769259321 0.0793257312840853 0.0800752707545092 0.109094082736952 0.0856164383561644 0.0903728556740083 0.0949920206702637 0.113515431003902 0.163473484600798
"notre" 0.132891663979519 0.110559913859406 0.0562597213489096 0.163316816064436 0.0877159528622097 0.25624086641443 0.0436376330947809 0.146771037181996 0.0757616754153363 0.0683942548825899 0.0733120491900201 0.00915451513764467
"fois" 0.0732858441063524 0.140363021073681 0.109210047324354 0.0872260267616874 0.0961061744403341 0.0900846795988229 0.0894571478443009 0.0795009784735812 0.0773851398885221 0.14058819059199 0.0677939379606638 0.0836984241156084
"croire" 0.0986916033965546 0.0759498538686356 0.0802528378065328 0.131766976597443 0.129667060752832 0.146137369126979 0.093820911153779 0.108549412915851 0.139076789869582 0.0930921802568584 0.0488746994600134 0.075197802916367
"temps" 0.0791487116348606 0.147092754960775 0.0959724658304928 0.0798025351223948 0.0922924373593684 0.118111024362901 0.102548437772735 0.073385518590998 0.106066345581471 0.121589786457938 0.130069764691971 0.0398875302425947
"aussi" 0.105043043219105 0.0567220427626519 0.067842605156038 0.0946495184009799 0.0816139735326647 0.082077152523372 0.0829115028800838 0.143713307240704 0.107148655230261 0.102591382323885 0.166331638484884 0.0673510756555287
"laisser" 0.126051651862926 0.0663359483156438 0.083562233179998 0.0705231705732791 0.100682658937493 0.0940884431365483 0.100366556117996 0.0565680039138943 0.0817143784836842 0.0930921802568584 0.0875014780655079 0.105276924082914
"toujours" 0.0889201575157076 0.0769112444239348 0.100936558890691 0.0371174581964627 0.0648335303764158 0.100094088443137 0.133094780939082 0.111607142857143 0.123924454786514 0.121589786457938 0.0780418588151827 0.151049499771137
"dit" 0.199826068263321 0.116328257191201 0.0802528378065328 0.0556761872946941 0.112886617596583 0.148139250895842 0.0654564496421714 0.0336350293542074 0.325775204285946 0.0170985637206475 0.0331086673761381 0.0680049695939319
"rester" 0.0859887237514535 0.0807568066451315 0.115828838071284 0.0334057123768164 0.0900041951107891 0.150141132664705 0.0567289230232152 0.0473948140900196 0.0357162184100871 0.0607948932289688 0.0875014780655079 0.15170339370954
"très" 0.0224743255259481 0.0394170127672666 0.0281298606744548 0.0593879331143403 0.106021890850845 0.0480451624527055 0.154913597486472 0.181934931506849 0.0362573732344824 0.0892924994300479 0.157660320838753 0.240632969332374
"premier" 0.0786601393408183 0.109598523304107 0.0686699539994043 0.081658408032218 0.0694100148735746 0.0920865613676856 0.0872752661895619 0.0244618395303327 0.07305590129336 0.0949920206702637 0.102479208545189 0.0804289544235925
"enfant" 0.0664458319897595 0.12978772496539 0.065360558625939 0.0352615852866396 0.077800236451699 0.0480451624527055 0.0850933845348228 0.0351638943248532 0.0400454570052492 0.421764571775971 0.0614875251271136 0.0686588635323351
"jamais" 0.0747515609884795 0.0576834333179511 0.0612238144091075 0.068667297663456 0.0999199115212997 0.0920865613676856 0.122185372665387 0.131482387475538 0.0676443530494074 0.127289307698153 0.0614875251271136 0.0823906362388021
"trois" 0.0684001211659289 0.12978772496539 0.105900651950889 0.0501085685652247 0.0724610045383471 0.0780733889856465 0.0785477395706057 0.0321061643835616 0.0589858758590833 0.0721939357094004 0.102479208545189 0.0876217877460276
"fille" 0.153411700329298 0.0961390555299185 0.0281298606744548 0.096505391310803 0.0671217726249952 0.0840790342922347 0.0327282248210857 0.00917318982387475 0.0313869798149251 0.119689946044532 0 0.102661348329301
