"Aimard_BanditsArizona" "Aimard_TrappeursArkansas" "FevalPP_CavalierFortune" "FevalPP_JeanDiable" "Flaubert_Education" "Flaubert_Sallambo" "France_CrimeSylvestreBonnard" "France_Thais" "Gaboriau_CrimeOrcival" "Gaboriau_MonsieurLecoq" "Malot_Cara" "Malot_Ghislaine" "Maupassant_BelAmi" "Maupassant_UneVie" "Mirbeau_AbbeJules" "Mirbeau_SebastienRoch" "Ponson_Breda" "Ponson_RocambolePrison" "Stolz_DessusHaie" "Stolz_TresorNanette" "Verne_ArchipelFeu" "Verne_VingtMilleLieues" "Zola_Germinal" "Zola_Oeuvre"
"nous" 0.565398180296148 0.521565354884048 0.320575443776277 0.398743228150019 0.106749767935287 0.0524732714273667 0.36073261514749 0.279426536389371 0.301509099668962 0.280831673984976 0.357792601576713 0.193727420283784 0.270557455509818 0.176848256506862 0.286503891889151 0.150588429445195 0.418091273970566 0.622228815375233 0.265995176620797 0.426447810431879 0.0812195426714982 0.735791273913216 0.223470570774082 0.181984260820686
"qu" 0.015095582483635 0.0186665495432186 0.0115783455991432 0.0135697957223829 0.633868187243071 0.023425567601503 0.0196763244625904 0.0127842206191215 0.0380771801128328 0.974261390613671 0.0294550810014728 0.0450285355254202 0.798278433088373 0.891930337165046 0.0431023554169519 0.0299114003692511 0.585327783558793 0.0197794590317955 0.0372393247269116 0.0362078329611973 0.0296763713607397 0.0178976255816728 0.830593625207928 0.862141652613828
"bien" 0.402091424336824 0.263527758257203 0.390045517371137 0.292272523251323 0.262564646598594 0.117127838007515 0.391886795546592 0.169847502511186 0.46236575851297 0.359597045194392 0.425366022697739 0.316246923922718 0.363422060701306 0.23964220265785 0.305519636926041 0.286736872505234 0.367920321094098 0.399709901267534 0.487657823804795 0.687948826262748 0.246782456578783 0.166381630407403 0.195466739850011 0.228358628442945
"s" 0 0 0.0028945863997858 0.0173971740030549 0.829465588118287 0.000937022704060119 0 0 0.00621668246740127 0.810105523513672 0.00173265182361604 0.00104717524477721 0.720593619130109 0.897056373585534 0.012677163357927 0.00206285519787938 0.6150587185967 0.00329657650529925 0.00531990353241595 0.00201154627562207 0.0015619142821442 0.00265150008617375 0.919645807546472 0.863546936481169
"y" 0.168796058680646 0.139450105411103 0.354586833973761 0.325675097337189 0.299695000663042 0.193963699740445 0.267270073950186 0.242900191763309 0.233125592527548 0.246969925614572 0.212249848392965 0.22933137860621 0.178585779214401 0.137121474248075 0.210440911741589 0.183594112611265 0.262003865021555 0.303285038487531 0.299687898992765 0.414378532778147 0.27177308509309 0.161078630235055 0.308042140164775 0.302136031478359
"pouvoir" 0.172913035721637 0.301958889669712 0.257618189580936 0.242516605602586 0.162445299031959 0.121812951527816 0.191844163510256 0.158889599123368 0.296846587818411 0.260588237459191 0.404574200814346 0.485889313576627 0.236626157459082 0.155062601719785 0.1736771380036 0.183594112611265 0.115207373271889 0.230760355370947 0.285501489572989 0.205177720113451 0.451393227539673 0.328786010685545 0.19490666323153 0.148960089938168
"aller" 0.128998613951063 0.174587139845397 0.307549804977241 0.202155161915498 0.222782124386686 0.149923632649619 0.177086920163313 0.164368550817277 0.284413222883608 0.205378865116142 0.261630425366023 0.23666160531965 0.394674572063827 0.287058039547371 0.231992089450065 0.224851216568853 0.401367623011744 0.405478910151807 0.287274790750461 0.313801218997043 0.201486942396601 0.137215129459492 0.239712792710043 0.248032602585722
"tu" 0.155072801877342 0.0801563598032326 0.188148115986077 0.102295383137963 0.159130088847633 0.184593472699844 0.0721465230294981 0.644689982649986 0.247890213387626 0.145384680503362 0.6263536342372 0.347662181266035 0.377708923038458 0.194789383978573 0.325803098298725 0.317679700473425 0.631782369555522 0.291747020718983 0.189743225989502 0.378170699816949 0.0312382856428839 0.0178976255816728 0.218429881207749 0.310567734682406
"voir" 0.198987223647916 0.154822557976107 0.238079731382382 0.221292053318859 0.195597400875215 0.137742337496838 0.319740272517094 0.303168660396311 0.226908910060146 0.212372052279595 0.288486528632071 0.256557934970417 0.256270593172666 0.184537311137596 0.216779493420552 0.188751250605964 0.15980377582875 0.307405759119155 0.344020428429564 0.382193792368193 0.121829314007247 0.162404380278142 0.224030647392563 0.240303541315346
"deux" 0.245646296779152 0.250351370344343 0.282945820579062 0.327414814737494 0.252619016045617 0.222074380862248 0.121337334185974 0.0986211304903662 0.128219075890151 0.183295116178923 0.15767131594906 0.103670349232944 0.27145038440589 0.297310112388349 0.134377931594027 0.121708456674884 0.213691095584956 0.26372612042394 0.18796992481203 0.243397099350271 0.228039485193053 0.235983507669464 0.278918156003741 0.226250702641934
"même" 0.183891641164281 0.158116654954322 0.208410220784578 0.293664297171567 0.303673252884233 0.193026677036385 0.17052814534245 0.197242260980732 0.204373436115817 0.187343803484079 0.24517023304167 0.30053929525106 0.170549419149753 0.180692783822229 0.218047209756345 0.238259775355069 0.105916456072543 0.197794590317955 0.267768477798269 0.253454830728381 0.285830313632388 0.178976255816728 0.231311643432822 0.25646430578977
"moi" 0.281326764467743 0.219606465214336 0.265578302180347 0.25017136216393 0.154488794589577 0.0758988390288697 0.334497515864037 0.222810702218975 0.270425687331955 0.212740114761882 0.25383349215975 0.198963296507671 0.283058460054826 0.155062601719785 0.282700742881773 0.318711128072365 0.379069421733314 0.269495129308213 0.147183997730174 0.331905135477642 0.0984005997750843 0.211457131872357 0.122096702828947 0.179173693086003
"sans" 0.407580727058145 0.29427266338721 0.131703681190254 0.152747187746822 0.214162577907439 0.150860655353679 0.244314362077164 0.180805405899005 0.204373436115817 0.201698240293272 0.255566143983367 0.282737316089848 0.228589797394433 0.296028603283226 0.228188940442687 0.230008354563551 0.139363757990189 0.147521798612141 0.216342743651582 0.211212358940317 0.240534799450206 0.196873881398401 0.310842523257182 0.297920179876335
"leur" 0.307400952394022 0.410664089950808 0.0810484191940024 0.159358113867983 0.239358175308315 0.835824252021626 0.134454883827701 0.323258149940645 0.115785710955349 0.137655368375335 0.15333968639002 0.141368658044924 0.192872641551553 0.224264093396384 0.120433051900307 0.177405547017627 0.0854764382339825 0.0708763948639338 0.0673854447439353 0.140808239293545 0.237410970885918 0.261835633509658 0.291799918228814 0.17566048341765
"homme" 0.260741879262787 0.365644764581869 0.190319055785916 0.22790297944002 0.16774963532688 0.23612972142315 0.162329676816371 0.317779198246735 0.251775639929751 0.241817050862554 0.117820324005891 0.0984344730090581 0.211624148369065 0.153781092614663 0.0950787251844527 0.0917970563056326 0.25085476438234 0.484596746278989 0.19683643069939 0.028161647858709 0.164000999625141 0.149809754868817 0.241393022565487 0.082911748173131
"n" 0 0 0.00361823299973225 0.00904653048158857 0.541042302081952 0.00281106811218036 0.00327938741043173 0 0.00932502370110191 0.658463780811431 0.00433162955904011 0.00314152573433164 0.475038172710307 0.463906296054233 0.00380314900737811 0.00825142079151754 0.574178682919578 0.00494486475794887 0 0.00402309255124414 0.0015619142821442 0.00198862506463031 0.538233630360633 0.54876335019674
"vouloir" 0.188008618205272 0.188861560084329 0.178017063586827 0.154486905147128 0.178358307916722 0.128372110456236 0.154131208290291 0.124189571728609 0.183392132788337 0.186239616037218 0.414103785844235 0.333001727839154 0.260735237653026 0.211449002345162 0.200299181055247 0.203191236991119 0.308458451018285 0.231584499497272 0.212796141296638 0.265524108382113 0.14525802823941 0.125946254093253 0.192106280139123 0.17566048341765
"où" 0.188008618205272 0.171293042867182 0.280774880779223 0.22477148811947 0.177695265879857 0.167727064026761 0.111499171954679 0.136973792347731 0.17173585316196 0.180350616320627 0.213982500216581 0.226189852871878 0.169656490253681 0.164033165455641 0.205370046398418 0.296019720895692 0.221123829344433 0.212629184591801 0.145410696552703 0.132762054191057 0.187429713857304 0.152461254954991 0.20274773589027 0.254356379988758
"m" 0.0219572108852873 0 0.221435859583614 0.242516605602586 0.263890730672325 0 0.183645694984177 0 0.477907464681473 0.452348790730714 0.169799878714372 0.190585894549453 0.255377664276594 0.153781092614663 0.0621181004538424 0.111394180685487 0.397651256132005 0.192849725560006 0.15250390126259 0.00804618510248828 0.00312382856428839 0.00795450025852126 0.126577315776798 0.112422709387296
"autre" 0.177030012762629 0.199841883345046 0.19972646158522 0.194848348834215 0.276488529372762 0.342013286981944 0.113138865659895 0.107752716646882 0.150754549834481 0.136551180928474 0.181062115567877 0.178019791612126 0.191086783759409 0.176848256506862 0.133110215258234 0.16709127102823 0.120781923591497 0.190377293181031 0.202156334231806 0.193108442459719 0.188991628139448 0.128597754179427 0.246993788750301 0.209387296233839
"venir" 0.0905734949018101 0.148234364019677 0.187424469386131 0.185105931392505 0.187640896432834 0.119938906119695 0.154131208290291 0.286731805314583 0.191162985872589 0.207955302492151 0.209650870657541 0.194774595528562 0.241090801939442 0.178129765611985 0.152125960295124 0.136148443060039 0.258287498141817 0.28268143532941 0.172010214214782 0.170981433427876 0.24209671373235 0.112688753662384 0.165782679070497 0.171444631815627
"savoir" 0.266231181984108 0.175685172171469 0.193937288785649 0.209461974996782 0.126641029041241 0.070276702804509 0.236115893551085 0.155236964660762 0.281304881649908 0.220469426889909 0.216581477952006 0.178019791612126 0.180371637006545 0.142247510668563 0.167338556324637 0.178436974616567 0.217407462464695 0.243122517265819 0.218116044829054 0.241385553074648 0.142134199675122 0.143181004653383 0.112015323696282 0.141933670601462
"cela" 0.231923039975847 0.103215038650738 0.185977176186238 0.196936009714582 0.155814878663307 0.0243625903055631 0.113138865659895 0.0420052963199708 0.0916960663941687 0.149065305326232 0.274625314043143 0.188491544059898 0.257163522068738 0.142247510668563 0.28143302654598 0.259919754932803 0.141221941430058 0.227463778865648 0.19683643069939 0.195119988735341 0.0999625140572285 0.0609845019819963 0.260435627593855 0.222737492973581
"grand" 0.207221177729899 0.177881236823612 0.188148115986077 0.164925209548961 0.202227821243867 0.267051470657134 0.191844163510256 0.184458040361611 0.122779478731175 0.13213443114103 0.101360131681539 0.114142101680716 0.188407997071193 0.25117578460395 0.178748003346771 0.130991305065341 0.144938308309796 0.120325042443423 0.180876720102142 0.255466377004003 0.118705485442959 0.14848400482573 0.193786509994567 0.249437886453064
