"Aimard_BanditsArizona" "Aimard_TrappeursArkansas" "FevalPP_CavalierFortune" "FevalPP_JeanDiable" "Flaubert_Education" "Flaubert_Sallambo" "France_CrimeSylvestreBonnard" "France_Thais" "Gaboriau_CrimeOrcival" "Gaboriau_MonsieurLecoq" "Malot_Cara" "Malot_Ghislaine" "Maupassant_BelAmi" "Maupassant_UneVie" "Mirbeau_AbbeJules" "Mirbeau_SebastienRoch" "Ponson_Breda" "Ponson_RocambolePrison" "Stolz_DessusHaie" "Stolz_TresorNanette" "Verne_ArchipelFeu" "Verne_VingtMilleLieues" "Zola_Germinal" "Zola_Oeuvre"
"pâle" 0.078222563778836 0.0351370344342937 0.0202621047985006 0.0233122131640936 0.0179021349953587 0.0262366357136833 0.0180366307573745 0.0127842206191215 0.0139875355516529 0.0187711865966366 0.00519795547084813 0.00418870097910885 0.0178585779214401 0.026911691207566 0.0354960574021957 0.0453828143533465 0.0167236509588227 0.017307026652821 0.0159597105972478 0.0120692776537324 0 0.00530300017234751 0.0224030647392563 0.0252951096121417
"riche" 0.0192125595246264 0.0109803232607168 0.0738119531945379 0.0149615696426273 0.019228219069089 0.0290477038258637 0.024595405578238 0.0401789790886677 0.0209813033274793 0.0169308741852017 0.0190591700597765 0.0115189276925493 0.0205373646096561 0.00768905463073315 0.0114094470221343 0.0185656967809145 0.0334473019176453 0.0140104501475218 0.0177330117747198 0.0502886568905518 0.0328001999250281 0.0086173752800647 0.0140019154620352 0.0147554806070826
"arnoux" 0 0 0 0 0.381249171197454 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dîner" 0.00274465136066091 0.00439212930428672 0.0108546989991968 0.0184410044432382 0.0503911948017504 0.000937022704060119 0.0311541803991014 0 0.0240896445611799 0.00993768702174881 0.0476479251494412 0.0335096078328708 0.0758989561661205 0.0346007458382992 0.0329606247306103 0.00618856559363815 0.0315891184777761 0.00906558538957293 0.0124131082423039 0.0120692776537324 0 0.00928025030160813 0.015122068698998 0.0238898257448005
"impossible" 0.0452867474509051 0.0329409697821504 0.0195384581985542 0.0229642696840325 0.0185651770322238 0.0168664086730821 0.0213160181678063 0.0164368550817277 0.0202042180190541 0.0331256234058294 0.0363856882959369 0.0397926593015341 0.0107151467528641 0.00768905463073315 0.0190157450368905 0.0175342691819748 0.0167236509588227 0.0164828825264962 0.0141864094197759 0.0160923702049766 0.0140572285392978 0.0145832504739556 0.00560076618481408 0.0133501967397414
"larme" 0.00823395408198274 0.0197645818692902 0.0202621047985006 0.0323587436456822 0.0179021349953587 0.0121812951527816 0.0147572433469428 0.0328737101634554 0.0233125592527548 0.0220837489372196 0.0129948886771203 0.00418870097910885 0.0107151467528641 0.039726782258788 0.0278897593874395 0.0247542623745526 0.0353054853575145 0.0156587384001714 0.0265995176620797 0.0603463882686621 0 0.00265150008617375 0.0207228348838121 0.0288083192804947
"aujourd" 0.0288188392869396 0.0208626141953619 0.02243304459834 0.0302710827653156 0.00795650444238165 0.00281106811218036 0.0590289733877712 0.0219158067756369 0.019427132710629 0.00993768702174881 0.0233907996188166 0.0408398345463113 0.0285737246743042 0.0128150910512219 0.0164803123653051 0.026817117572432 0.0222982012784302 0.0140104501475218 0.0159597105972478 0.0502886568905518 0.0124953142571536 0.0125946254093253 0.0179224517914051 0.0224845418774592
"hui" 0.0288188392869396 0.0208626141953619 0.02243304459834 0.0302710827653156 0.00795650444238165 0.00281106811218036 0.0590289733877712 0.0219158067756369 0.019427132710629 0.00993768702174881 0.0233907996188166 0.0408398345463113 0.0285737246743042 0.0128150910512219 0.0164803123653051 0.026817117572432 0.0222982012784302 0.0140104501475218 0.0159597105972478 0.0502886568905518 0.0124953142571536 0.0125946254093253 0.0179224517914051 0.0224845418774592
"façon" 0.0384251190492528 0.0406271960646521 0.0123019921990897 0.0125259652821996 0.0218803872165495 0.0187404540812024 0.0278747929886697 0.00730526892521231 0.0186500474022038 0.0253963112778025 0.038118340119553 0.0429341850358658 0.0383959425310962 0.026911691207566 0.012677163357927 0.0154714139840954 0.0130072840790843 0.0140104501475218 0.00886650588735991 0.0160923702049766 0.0265525427964513 0.0132575004308688 0.0117616089881096 0.0126475548060708
"demeurer" 0.00137232568033046 0.00988229093464512 0.00506552619962515 0.00452326524079428 0.00994563055297706 0.00281106811218036 0.00655877482086346 0.0383526618573646 0.00388542654212579 0.0195073115612106 0.0077969332062722 0.00733022671344049 0.0767918850621925 0.0768905463073315 0.0278897593874395 0.0360999659628892 0.0371636687973837 0.043679638695215 0.0230529153071358 0.0261501015830869 0.00937148569286518 0.0132575004308688 0.0291239841610332 0.0309162450815065
"moyen" 0.0329358163279309 0.0318429374560787 0.0086837591993574 0.0153095131226884 0.0265216814746055 0.0121812951527816 0.0180366307573745 0.00547895169390923 0.0326375829538567 0.0287088736183855 0.0320540587368968 0.0240850306298759 0.0223232224018001 0.00640754552561096 0.0101417306863416 0.0103142759893969 0.00743273375947674 0.0247243237897443 0.0265995176620797 0.0382193792368193 0.0171810571035862 0.0437497514218669 0.0067209194217769 0.00702641933670601
"figure" 0 0.00329409697821504 0.0296695105978045 0.024703987084338 0.0391194801750431 0.0356068627542845 0.0295144866938856 0.0328737101634554 0.0202042180190541 0.0121460619154708 0.0103959109416963 0.00628305146866328 0.0357171558428802 0.0422898004690323 0.0240866103800614 0.0391942487597083 0.00371636687973837 0.00412072063162406 0.00709320470988793 0.0100577313781104 0.0124953142571536 0.00530300017234751 0.0134418388435538 0.0400505902192243
"occuper" 0.00960627976231319 0.0252547434996486 0.0173675183987148 0.0153095131226884 0.0225434292534147 0.0187404540812024 0.0295144866938856 0.0109579033878185 0.0271979857948806 0.0106738119863228 0.0311877328250888 0.0366511335672025 0.0160727201292961 0.0140966001563441 0.0152125960295124 0.0144399863851557 0.0130072840790843 0.0222518914107699 0.0425592282593276 0.0321847404099531 0.0359240284893165 0.0205491256678466 0.0207228348838121 0.0231871838111298
"reste" 0.0205848852049568 0.0252547434996486 0.0108546989991968 0.0173971740030549 0.0404455642487734 0.0121812951527816 0.0147572433469428 0.0127842206191215 0.0132104502432277 0.0143544368091927 0.0138612145889284 0.00628305146866328 0.0133939334410801 0.0192226365768329 0.0177480287010978 0.0185656967809145 0.0315891184777761 0.0486245034531639 0.0230529153071358 0.0241385553074648 0.0124953142571536 0.00464012515080407 0.0364049802012915 0.0351320966835301
"profond" 0.0315634906476005 0.0285488404778637 0.0115783455991432 0.0260957610045824 0.0132608407373027 0.0187404540812024 0.0196763244625904 0.0109579033878185 0.0186500474022038 0.0165628117029147 0.0155938664125444 0.0157076286716582 0.0178585779214401 0.0230671638921995 0.0139448796937197 0.0330056831660702 0.00929091719934592 0.013186306021197 0.0195063129521918 0.0181039164805986 0.0234287142321629 0.037783876227976 0.0235232179762191 0.0189713322091062
"secret" 0.0356804676885919 0.0153724525650035 0.0130256387990361 0.0427970480475152 0.00795650444238165 0.00562213622436072 0.0114778559365111 0.02374212400694 0.0202042180190541 0.0412229980161432 0.00346530364723209 0.0115189276925493 0.0250020090900162 0.0230671638921995 0.012677163357927 0.0206285519787938 0.0148654675189535 0.0222518914107699 0.0124131082423039 0.0160923702049766 0.0203048856678745 0.0198862506463031 0.00504068956633267 0.00913434513771782
"pendre" 0.015095582483635 0.0120783555867885 0.036905976597269 0.0257478175245213 0.0132608407373027 0.039354953570525 0.0114778559365111 0.0219158067756369 0.0233125592527548 0.0165628117029147 0.00693060729446418 0.00418870097910885 0.00892928896072006 0.0115335819460997 0.0114094470221343 0.013408558786216 0.00557455031960755 0.0189553149054707 0.0195063129521918 0.0201154627562207 0.0265525427964513 0.0152461254954991 0.0442460528600313 0.0281056773468241
"vite" 0.0247018622459482 0.00439212930428672 0.014472931998929 0.00869858700152747 0.0132608407373027 0.0327957946421042 0.00655877482086346 0.00365263446260615 0.0373000948044076 0.0298130610652464 0.0277224291778567 0.0125661029373266 0.0321454402585922 0.0499788550997655 0.0367637737379884 0.0309428279681908 0.0148654675189535 0.0140104501475218 0.0177330117747198 0.0462655643393076 0.0015619142821442 0.00662875021543438 0.0140019154620352 0.0231871838111298
"dormir" 0.0288188392869396 0.0219606465214336 0.0246039843981793 0.0163533435628716 0.00928258851611192 0.0281106811218036 0.0147572433469428 0.0273947584695462 0.0116562796263774 0.00846543709260084 0.0129948886771203 0.0178019791612126 0.0178585779214401 0.0448528186792767 0.034228341066403 0.0226914071766732 0.0334473019176453 0.0164828825264962 0.0195063129521918 0.0623579345442842 0.0015619142821442 0.0139203754524122 0.0352848269643287 0.0217818999437886
"voici" 0.0288188392869396 0.0296468728039353 0.0564444347958231 0.0215724957637881 0.00265216814746055 0.000937022704060119 0.0393526489251808 0.0401789790886677 0.0349688388791322 0.0419591229807172 0.0173265182361604 0.00418870097910885 0.0160727201292961 0.00897056373585534 0.00380314900737811 0.00309428279681908 0.020440017838561 0.017307026652821 0.00354660235494396 0.0140808239293545 0.015619142821442 0.0238635007755638 0.00784107265873971 0.00421585160202361
"anne" 0 0 0.0057891727995716 0.000347943480061099 0.00132608407373027 0 0 0 0 0.188816053413227 0 0.00209435048955443 0 0 0 0.0247542623745526 0.00185818343986918 0.00412072063162406 0 0.00201154627562207 0 0 0 0
"vue" 0.0164679081639655 0.0241567111735769 0.0209857513984471 0.0226163262039714 0.0139238827741679 0.0112442724487214 0.0278747929886697 0.0493105652451831 0.0155417061685032 0.0176669991497757 0.0190591700597765 0.0240850306298759 0.0178585779214401 0.0205041456819551 0.0101417306863416 0.0216599795777335 0.0185818343986918 0.017307026652821 0.0390126259043836 0.0160923702049766 0.0499812570286143 0.0258521258401941 0.0128817622250724 0.0126475548060708
"possible" 0.0411697704099137 0.0373330990864371 0.00940740579930385 0.00626298264109978 0.0172390929584936 0.00655915892842084 0.024595405578238 0.0182631723130308 0.0271979857948806 0.0250282487955155 0.039850991943169 0.0418870097910885 0.0232161512978722 0.0179411274717107 0.0190157450368905 0.0103142759893969 0.00929091719934592 0.0148345942738466 0.0124131082423039 0.0241385553074648 0.0312382856428839 0.0145832504739556 0.024643371213182 0.014052838673412
"rappeler" 0.0123509311229741 0.0153724525650035 0.00651281939951805 0.00278354784048879 0.0411086062856385 0.0327957946421042 0.0426320363356125 0.0292210757008492 0.019427132710629 0.0206114990080716 0.0121285627653123 0.0282737316089848 0.0357171558428802 0.0307562185229326 0.0240866103800614 0.0433199591554671 0.0148654675189535 0.00494486475794887 0.0620655412115194 0.0241385553074648 0.00780957141072098 0.0086173752800647 0.0162422219359608 0.0147554806070826
"serrer" 0.0233295365656178 0.030744905130007 0.0151965785988755 0.0160054000828105 0.0132608407373027 0.0243625903055631 0.0180366307573745 0.00730526892521231 0.0132104502432277 0.0165628117029147 0.0173265182361604 0.0157076286716582 0.0562545204525364 0.0230671638921995 0.0164803123653051 0.0278485451713717 0.0111491006392151 0.00988972951589774 0.0177330117747198 0.0120692776537324 0.0234287142321629 0.00265150008617375 0.0336045971088845 0.0351320966835301
"jean" 0.00274465136066091 0 0.0123019921990897 0.0594983350904479 0.00331521018432569 0 0.0278747929886697 0.0164368550817277 0.00310834123370064 0.0596261221304929 0.000866325911808022 0 0.00267878668821602 0.0140966001563441 0.00760629801475622 0.0701370767278991 0 0.0239001796634195 0 0.00402309255124414 0.00468574284643259 0.00132575004308688 0.0218429881207749 0.000702641933670601
"présenter" 0.0164679081639655 0.0230586788475053 0.0151965785988755 0.0226163262039714 0.0430977323962339 0.0131183178568417 0.0147572433469428 0.0182631723130308 0.0303063270285812 0.0290769361006725 0.0294550810014728 0.0356039583224253 0.0241090801939442 0.0230671638921995 0.00760629801475622 0.00618856559363815 0.00929091719934592 0.0189553149054707 0.0124131082423039 0.0120692776537324 0.0171810571035862 0.0152461254954991 0.00448061294785127 0.00632377740303541
"lendemain" 0.00548930272132182 0.00768622628250176 0.0101310523992503 0.0121780218021385 0.0377933961013128 0.0140553405609018 0.00655877482086346 0.0146105378504246 0.0202042180190541 0.0158266867383407 0.0251234514424326 0.0450285355254202 0.0419676581153843 0.026911691207566 0.0164803123653051 0.0113457035883366 0.0483127694365988 0.0181311707791459 0.0141864094197759 0.0140808239293545 0.0218667999500187 0.0278407509048244 0.0179224517914051 0.0161607644744238
"permettre" 0.0356804676885919 0.0318429374560787 0.014472931998929 0.0201807218435437 0.014586924811033 0.00562213622436072 0.0229557118730221 0.00913158615651539 0.0186500474022038 0.0184031241143497 0.0303214069132808 0.0429341850358658 0.0151797912332241 0.0153781092614663 0.00887401435054892 0.00412571039575877 0.0222982012784302 0.0206036031581203 0.0230529153071358 0.0140808239293545 0.0296763713607397 0.0384467512495194 0.0156821453174794 0.0133501967397414
"camarade" 0.00274465136066091 0.00329409697821504 0.0383532697971619 0.00974241744171077 0.0053043362949211 0 0.00819846852607933 0 0.00932502370110191 0.0114099369508968 0.0112622368535043 0.00942457720299492 0.0205373646096561 0.00256301821024438 0.00380314900737811 0.040225676358648 0.0297309350379069 0.0164828825264962 0.00709320470988793 0.00402309255124414 0.0015619142821442 0.000662875021543438 0.110895170459319 0.0541034288926363
"chacun" 0.0356804676885919 0.0351370344342937 0.0217093979983935 0.0309669697254378 0.0119347566635725 0.0309217492339839 0.0163969370521587 0.0182631723130308 0.0170958767853535 0.0147224992914797 0.00866325911808022 0.00209435048955443 0.0250020090900162 0.0128150910512219 0.00887401435054892 0.0165028415830351 0.00929091719934592 0.0140104501475218 0.0390126259043836 0.0321847404099531 0.0015619142821442 0.0119317503877819 0.0268836776871076 0.0274030354131535
"malheureux" 0.0137232568033046 0.0252547434996486 0.0303931571977509 0.0170492305229938 0.00729346240551651 0 0.0196763244625904 0.0164368550817277 0.0396313507296831 0.0426952479452912 0.0216581477952006 0.00733022671344049 0.000892928896072006 0.00384452731536658 0.0114094470221343 0.0288799727703114 0.0185818343986918 0.017307026652821 0.0727053482763513 0.0603463882686621 0.0171810571035862 0.0139203754524122 0.00392053632936986 0.00702641933670601
"toucher" 0.0178402338442959 0.0131763879128602 0.0209857513984471 0.0278354784048879 0.0179021349953587 0.0206144994893226 0.024595405578238 0.02374212400694 0.0170958767853535 0.0184031241143497 0.0294550810014728 0.0282737316089848 0.0232161512978722 0.0256301821024438 0.00507086534317081 0.0103142759893969 0.00743273375947674 0.00824144126324812 0.0531990353241595 0.028161647858709 0.00624765712857678 0.0119317503877819 0.0196026816468493 0.0189713322091062
"élever" 0.0315634906476005 0.0296468728039353 0.0159202251988219 0.0194848348834215 0.00928258851611192 0.0496622033151863 0.0278747929886697 0.0748790064834262 0.00932502370110191 0.00809737461031385 0.0285887550896647 0.0282737316089848 0.00892928896072006 0.0166596183665885 0.0152125960295124 0.0185656967809145 0.0111491006392151 0.00576900888427368 0.0319194211944957 0.0382193792368193 0.0281144570785955 0.0391096262710629 0.00616084280329549 0.00421585160202361
"étienne" 0 0 0 0.0149615696426273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0015619142821442 0 0.280038309240704 0
"puisque" 0.0192125595246264 0.027450808151792 0.0238803377982329 0.0191368914033604 0.0185651770322238 0.00749618163248095 0.0229557118730221 0.0219158067756369 0.019427132710629 0.0136183118446187 0.0337867105605129 0.0408398345463113 0.0116080756489361 0.0102520728409775 0.0012677163357927 0.0154714139840954 0.0185818343986918 0.0329657650529925 0.0177330117747198 0.0341962866855752 0.0203048856678745 0.0298293759694547 0.0112015323696282 0.0161607644744238
"arbre" 0.0590100042542096 0.0669799718903725 0.0108546989991968 0.0187889479232993 0.0185651770322238 0.0290477038258637 0.0114778559365111 0.0310473929321523 0.00543959715897611 0.00625706219887888 0.00433162955904011 0.0104717524477721 0.0116080756489361 0.0499788550997655 0.0456377880885373 0.0330056831660702 0.0111491006392151 0.00247243237897443 0.0124131082423039 0.0120692776537324 0.00312382856428839 0.0238635007755638 0.0168022985544422 0.0267003934794829
"découvrir" 0.0425420960902441 0.027450808151792 0.0115783455991432 0.017745117483116 0.0304999336957963 0.0299847265299238 0.0295144866938856 0.0292210757008492 0.0279750711033057 0.0312853109943944 0.0129948886771203 0.00942457720299492 0.0232161512978722 0.026911691207566 0.0164803123653051 0.00825142079151754 0.00557455031960755 0.0074172971369233 0.00531990353241595 0.00603463882686621 0.00937148569286518 0.0159090005170425 0.00840114927722112 0.0189713322091062
"james" 0 0 0 0.052887408969287 0 0 0 0 0.000777085308425159 0 0 0 0 0 0 0 0 0.312350623877104 0 0 0 0.00331437510771719 0 0
"jardin" 0.00274465136066091 0.00219606465214336 0.00651281939951805 0.00869858700152747 0.0351412279538523 0.0281106811218036 0.0196763244625904 0.0420052963199708 0.0303063270285812 0.0198753740434976 0 0.0366511335672025 0.0160727201292961 0.0192226365768329 0.0405669227453665 0.0206285519787938 0.0464545859967296 0.00247243237897443 0.0762519506312952 0.0301731941343311 0 0.00397725012926063 0.0212829115022935 0.0267003934794829
"plaisir" 0.0274465136066091 0.0164704848910752 0.0173675183987148 0.0170492305229938 0.0265216814746055 0.00374809081624048 0.0409923426303966 0.0273947584695462 0.0186500474022038 0.0114099369508968 0.0199254959715845 0.034556783077648 0.0258949379860882 0.0140966001563441 0.0164803123653051 0.0278485451713717 0.00371636687973837 0.0115380177685474 0.0496524329692155 0.0824733973005049 0.00468574284643259 0.00928025030160813 0.0145619920805166 0.0182686902754356
"anglais" 0.00548930272132182 0.00329409697821504 0.00217093979983935 0.0751557916931974 0.014586924811033 0 0.00327938741043173 0 0.00543959715897611 0.00368062482286993 0.00606428138265616 0.0125661029373266 0.00446464448036003 0.00128150910512219 0.0012677163357927 0.00103142759893969 0.0185818343986918 0.135159636717269 0 0.00402309255124414 0.0359240284893165 0.0251892508186507 0 0.0021079258010118
"calme" 0.0137232568033046 0.0252547434996486 0.00506552619962515 0.0313149132054989 0.0053043362949211 0.00374809081624048 0.0196763244625904 0.00730526892521231 0.0186500474022038 0.0180350616320627 0.0190591700597765 0.0209435048955443 0.0178585779214401 0.0294747094178104 0.0253543267158541 0.0330056831660702 0.0520291363163371 0.0239001796634195 0.0248262164846077 0.0140808239293545 0.015619142821442 0.0178976255816728 0.0201627582653307 0.00913434513771782
"couvrir" 0.00823395408198274 0.0230586788475053 0.0137492853989826 0.017745117483116 0.0358042699907174 0.0684026573963887 0.0229557118730221 0.0547895169390923 0.00777085308425159 0.00662512468116588 0.0103959109416963 0.00733022671344049 0.0151797912332241 0.0256301821024438 0.0304251920590249 0.0237228347756129 0.0148654675189535 0.0115380177685474 0.0177330117747198 0.0160923702049766 0.00624765712857678 0.0205491256678466 0.015122068698998 0.0217818999437886
"décider" 0.0247018622459482 0.0054901616303584 0.00361823299973225 0.00347943480061099 0.00729346240551651 0.00843320433654107 0.00327938741043173 0.00182631723130308 0.0279750711033057 0.0345978733349773 0.0355193623841289 0.0376983088119797 0.0258949379860882 0.0294747094178104 0.00633858167896352 0.013408558786216 0.00185818343986918 0.00659315301059849 0.0265995176620797 0.0160923702049766 0.0234287142321629 0.0086173752800647 0.0459262827154755 0.0351320966835301
"refuser" 0.00823395408198274 0.00988229093464512 0.00796011259941095 0.010438304401833 0.0218803872165495 0.015929385969022 0.00819846852607933 0.0127842206191215 0.0139875355516529 0.0268685612069505 0.0337867105605129 0.0157076286716582 0.0250020090900162 0.0281932003126882 0.0202834613726832 0.0123771311872763 0.0167236509588227 0.017307026652821 0.0124131082423039 0.0120692776537324 0.0203048856678745 0.00397725012926063 0.0459262827154755 0.0309162450815065
"milon" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.435148098699501 0 0 0 0 0 0
"léon" 0 0 0 0 0 0 0 0 0 0 0.453088451875596 0 0 0 0 0 0.00185818343986918 0 0 0 0 0 0.00168022985544422 0
"surprendre" 0.0178402338442959 0.0208626141953619 0.00361823299973225 0.00521915220091648 0.0205543031428193 0.0140553405609018 0.024595405578238 0.0182631723130308 0.0474022038139347 0.0338617483704034 0.0190591700597765 0.0240850306298759 0.0357171558428802 0.0243486729973216 0.0114094470221343 0.0226914071766732 0.0148654675189535 0.00659315301059849 0.00531990353241595 0.00201154627562207 0.0140572285392978 0.0218748757109335 0.0168022985544422 0.0168634064080944
"poitrine" 0.0178402338442959 0.0450193253689389 0.0246039843981793 0.0302710827653156 0.0205543031428193 0.0637175438760881 0.00819846852607933 0.0420052963199708 0.00388542654212579 0.00625706219887888 0.0077969332062722 0.00628305146866328 0.0285737246743042 0.0307562185229326 0.0354960574021957 0.0299114003692511 0.00371636687973837 0.000824144126324812 0.00709320470988793 0 0.00624765712857678 0.00928025030160813 0.0190426050283679 0.00913434513771782
"interrompre" 0.0205848852049568 0.027450808151792 0.0477606755964657 0.0375778958465987 0.00928258851611192 0.0149923632649619 0.0049190811156476 0.00730526892521231 0.0435167772718089 0.0364381857464123 0.00952958502988824 0.0115189276925493 0.00357171558428802 0.00640754552561096 0.0291574757232322 0.0144399863851557 0.00557455031960755 0.000824144126324812 0.0124131082423039 0.0140808239293545 0.00468574284643259 0.00662875021543438 0.00560076618481408 0.00562113546936481
"parmi" 0.00686162840165228 0.0263527758257203 0.0202621047985006 0.0309669697254378 0.0172390929584936 0.0281106811218036 0.00819846852607933 0.0858369098712446 0.00932502370110191 0.0114099369508968 0.00693060729446418 0.00837740195821771 0.00714343116857605 0.00256301821024438 0.0240866103800614 0.0247542623745526 0.0167236509588227 0.0107138736422226 0.0124131082423039 0.00804618510248828 0.0249906285143071 0.0285036259263678 0.0190426050283679 0.0217818999437886
"travailler" 0.00411697704099137 0.00878425860857344 0.0188148115986077 0.010438304401833 0.0159130088847633 0.00749618163248095 0.0163969370521587 0.0109579033878185 0.00854793839267675 0.00956962453946182 0.0320540587368968 0.0272265563642075 0.0169656490253681 0.0166596183665885 0.0152125960295124 0.0175342691819748 0.0334473019176453 0.0189553149054707 0.0443325294367995 0.0623579345442842 0 0.00662875021543438 0.0420057463861056 0.0456717256885891
"juste" 0.0384251190492528 0.0318429374560787 0.0202621047985006 0.0205286653236048 0.0132608407373027 0.0046851135203006 0.0131175496417269 0.0164368550817277 0.0264209004864554 0.0242921238309415 0.0181928441479685 0.0157076286716582 0.0196444357135841 0.0140966001563441 0.0101417306863416 0.0237228347756129 0.0222982012784302 0.0247243237897443 0.0248262164846077 0.0221270090318428 0.015619142821442 0.0086173752800647 0.0162422219359608 0.0119449128724002
"prier" 0.0260741879262787 0.030744905130007 0.0195384581985542 0.0205286653236048 0.0225434292534147 0.00281106811218036 0.0311541803991014 0.0310473929321523 0.0163187914769283 0.0154586242560537 0.0363856882959369 0.0251322058746531 0.0250020090900162 0.0243486729973216 0.0291574757232322 0.0226914071766732 0.0278727515980378 0.0115380177685474 0.0248262164846077 0.028161647858709 0.00468574284643259 0.00331437510771719 0.00728099604025831 0.0112422709387296
"hôtel" 0.00274465136066091 0.00109803232607168 0.0282222173979116 0.017745117483116 0.0251955974008752 0 0.0131175496417269 0 0.0357459241875573 0.0404868730515692 0.0147275405007364 0.0209435048955443 0.0187515068175121 0.0153781092614663 0.00887401435054892 0.00206285519787938 0.040880035677122 0.0560418005900872 0 0 0.00468574284643259 0.00331437510771719 0.00896122589570253 0.0203766160764474
"simple" 0.0205848852049568 0.0285488404778637 0.0101310523992503 0.0260957610045824 0.0205543031428193 0.00374809081624048 0.00983816223129519 0.0164368550817277 0.0217583886359045 0.0180350616320627 0.0242571255306246 0.0230378553850987 0.0142868623371521 0.0192226365768329 0.0164803123653051 0.0103142759893969 0.0130072840790843 0.026372612042394 0.0124131082423039 0.0201154627562207 0.0249906285143071 0.0192233756247597 0.00840114927722112 0.0281056773468241
"abandonner" 0.0288188392869396 0.027450808151792 0.00796011259941095 0.010438304401833 0.0139238827741679 0.0449770897948857 0.0131175496417269 0.0164368550817277 0.0163187914769283 0.0176669991497757 0.0346530364723209 0.0324624325880936 0.00714343116857605 0.0192226365768329 0.0240866103800614 0.0185656967809145 0.0111491006392151 0.0107138736422226 0.0212796141296638 0.0100577313781104 0.0421716856178933 0.0238635007755638 0.0156821453174794 0.010539629005059
"château" 0.00274465136066091 0 0.0159202251988219 0.0452326524079429 0.00729346240551651 0.00281106811218036 0.0196763244625904 0.00182631723130308 0.0209813033274793 0.0331256234058294 0.00693060729446418 0.0722550918896277 0.00446464448036003 0.0627939461509874 0.00633858167896352 0.0185656967809145 0.00557455031960755 0.000824144126324812 0.0336927223719677 0.0623579345442842 0.00312382856428839 0.00265150008617375 0 0.0021079258010118
"lacheneur" 0 0 0 0 0 0 0 0 0 0.189184115895514 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"autant" 0.0329358163279309 0.0219606465214336 0.0166438717987684 0.0167012870429327 0.00663042036865137 0.00655915892842084 0.0295144866938856 0.0109579033878185 0.0318604976454315 0.0268685612069505 0.0216581477952006 0.0230378553850987 0.0133939334410801 0.0166596183665885 0.0164803123653051 0.0154714139840954 0.020440017838561 0.0189553149054707 0.0212796141296638 0.0301731941343311 0.0312382856428839 0.010606000344695 0.015122068698998 0.0112422709387296
"colère" 0.015095582483635 0.0230586788475053 0.0166438717987684 0.010438304401833 0.0139238827741679 0.0299847265299238 0.00983816223129519 0.0200894895443339 0.0240896445611799 0.0276046861715245 0.0112622368535043 0.00418870097910885 0.0250020090900162 0.0230671638921995 0.0304251920590249 0.0237228347756129 0.0148654675189535 0.00494486475794887 0.0141864094197759 0.0160923702049766 0.00780957141072098 0.010606000344695 0.0285639075425518 0.0281056773468241
"compagnon" 0.0411697704099137 0.0647839072382291 0.0441424425967335 0.0156574566027494 0.00795650444238165 0.0243625903055631 0.00819846852607933 0.0146105378504246 0.00155417061685032 0.0150905617737667 0 0.00104717524477721 0.00625050227250404 0.00128150910512219 0.0012677163357927 0.0195971243798542 0.00185818343986918 0.0478003593268391 0.00354660235494396 0 0.0312382856428839 0.0623102520250832 0.00560076618481408 0.00632377740303541
"gauche" 0.0192125595246264 0.0142744202389318 0.0354586833973761 0.0240081001242158 0.0324890598063917 0.0431030443867655 0.00327938741043173 0.0109579033878185 0.0139875355516529 0.00772931212802685 0.00433162955904011 0.0157076286716582 0.0178585779214401 0.0243486729973216 0.0101417306863416 0.00825142079151754 0.00743273375947674 0.0107138736422226 0.0283728188395517 0.0100577313781104 0.00624765712857678 0.00994312532315157 0.024643371213182 0.0344294547498595
"oncle" 0.00411697704099137 0.0779602951510893 0.00361823299973225 0.00278354784048879 0.0053043362949211 0 0.0459114237460442 0 0 0.00110418744686098 0.0840336134453782 0.104717524477721 0.000892928896072006 0 0.212976344413174 0.00412571039575877 0.0130072840790843 0.000824144126324812 0 0 0.0015619142821442 0 0.00392053632936986 0
"retirer" 0.0343081420082614 0.0505094869992973 0.0130256387990361 0.0149615696426273 0.0205543031428193 0.0215515221933827 0.00819846852607933 0.02374212400694 0.0411855213465334 0.0283408111360985 0.0129948886771203 0.0115189276925493 0.00714343116857605 0.0128150910512219 0.0139448796937197 0.0113457035883366 0.0111491006392151 0.013186306021197 0.0177330117747198 0.0100577313781104 0.0140572285392978 0.0198862506463031 0.0117616089881096 0.00983698707138842
"grâce" 0.03019116496727 0.0494114546732256 0.0130256387990361 0.0121780218021385 0.019228219069089 0.00749618163248095 0.036073261514749 0.0730526892521231 0.0217583886359045 0.0224518114195066 0.0173265182361604 0.00733022671344049 0.0133939334410801 0.00512603642048877 0.0101417306863416 0.0216599795777335 0.0222982012784302 0.0230760355370947 0.0195063129521918 0.0140808239293545 0.0124953142571536 0.0139203754524122 0.00840114927722112 0.0168634064080944
